flyid,name,vp1m_10Hz
720575940602564320,,32.833333333333336
720575940602605536,,30.733333333333334
720575940602977248,,155.86666666666667
720575940603050668,,38.36666666666667
720575940603111392,,19.966666666666665
720575940603231916,,112.83333333333333
720575940603317216,,36.833333333333336
720575940603455846,,53.833333333333336
720575940603464672,,198.96666666666667
720575940603556198,,4.0
720575940603642982,,30.866666666666667
720575940603673120,,15.633333333333333
720575940603674656,,43.6
720575940603721248,,32.06666666666667
720575940603751782,,55.166666666666664
720575940603820716,,118.76666666666667
720575940603832288,,4.933333333333334
720575940603882720,,41.7
720575940603883232,,55.43333333333333
720575940603885856,,18.733333333333334
720575940603899936,,0.6
720575940603938238,,0.23333333333333334
720575940603984486,,33.63333333333333
720575940603985952,,157.26666666666668
720575940604008672,,38.13333333333333
720575940604050110,,36.96666666666667
720575940604088288,,0.03333333333333333
720575940604093984,,50.166666666666664
720575940604103200,,35.2
720575940604126129,,11.966666666666667
720575940604131296,,41.53333333333333
720575940604132710,,77.56666666666666
720575940604284337,,0.5333333333333333
720575940604341216,,28.666666666666668
720575940604352172,,175.06666666666666
720575940604352689,,5.266666666666667
720575940604398816,,114.56666666666666
720575940604402092,,60.86666666666667
720575940604403628,,27.233333333333334
720575940604407468,,103.76666666666667
720575940604412588,,0.03333333333333333
720575940604414636,,45.4
720575940604418988,,2.8666666666666667
720575940604431584,,110.4
720575940604456876,,36.4
720575940604466912,,65.23333333333333
720575940604470240,,14.6
720575940604478176,,50.3
720575940604479590,,68.76666666666667
720575940604493024,,76.46666666666667
720575940604500448,,12.266666666666667
720575940604552894,,14.6
720575940604557792,,64.56666666666666
720575940604568521,,25.9
720575940604569824,,20.4
720575940604620512,,24.966666666666665
720575940604626912,,33.8
720575940604630496,,61.36666666666667
720575940604663520,,87.06666666666666
720575940604682976,,8.966666666666667
720575940604690278,,0.1
720575940604714208,,11.366666666666667
720575940604714464,,139.86666666666667
720575940604735660,,9.366666666666667
720575940604737708,,0.36666666666666664
720575940604766153,,63.93333333333333
720575940604783136,,50.63333333333333
720575940604806345,,35.233333333333334
720575940604810016,,22.133333333333333
720575940604833196,,45.86666666666667
720575940604860332,,18.533333333333335
720575940604874208,,85.23333333333333
720575940604880841,,16.833333333333332
720575940604884396,,39.43333333333333
720575940604908972,,59.3
720575940604911793,,38.53333333333333
720575940604924606,,51.96666666666667
720575940604931249,,82.86666666666666
720575940604934572,,1.0666666666666667
720575940604935340,,19.533333333333335
720575940604941234,,42.36666666666667
720575940604961126,,65.33333333333333
720575940604961894,,38.36666666666667
720575940604962918,,48.2
720575940604963686,,50.4
720575940604963942,,42.833333333333336
720575940604974978,,45.46666666666667
720575940604978534,,24.3
720575940604985265,,25.8
720575940604991264,,60.4
720575940604994336,,21.933333333333334
720575940604997152,,53.733333333333334
720575940604999526,,21.366666666666667
720575940605000550,,10.433333333333334
720575940605007206,,78.83333333333333
720575940605028017,,59.96666666666667
720575940605029036,,107.9
720575940605030316,,25.4
720575940605031084,,19.833333333333332
720575940605032550,,67.93333333333334
720575940605037996,,5.733333333333333
720575940605039788,,2.3333333333333335
720575940605060798,,66.66666666666667
720575940605078560,,105.36666666666666
720575940605083838,,45.86666666666667
720575940605102694,,129.26666666666668
720575940605113376,,41.43333333333333
720575940605154988,,41.2
720575940605171121,,4.566666666666666
720575940605180337,,54.666666666666664
720575940605180849,,25.266666666666666
720575940605184102,,47.56666666666667
720575940605196465,,26.766666666666666
720575940605197745,,39.53333333333333
720575940605221065,,9.4
720575940605236866,,51.53333333333333
720575940605252041,,38.266666666666666
720575940605264305,,118.23333333333333
720575940605280201,,47.13333333333333
720575940605290441,,37.46666666666667
720575940605305777,,15.366666666666667
720575940605309361,,72.63333333333334
720575940605309542,,34.86666666666667
720575940605312945,,49.1
720575940605338290,,29.9
720575940605362610,,46.6
720575940605376800,,16.533333333333335
720575940605383526,,76.0
720575940605391136,,44.06666666666667
720575940605391794,,28.2
720575940605396926,,41.8
720575940605400096,,116.93333333333334
720575940605407846,,41.833333333333336
720575940605410592,,70.43333333333334
720575940605411104,,45.7
720575940605412738,,69.5
720575940605420902,,80.2
720575940605421442,,60.666666666666664
720575940605427134,,80.83333333333333
720575940605431840,,66.16666666666667
720575940605451552,,36.0
720575940605452064,,23.466666666666665
720575940605462961,,0.03333333333333333
720575940605480806,,24.966666666666665
720575940605488416,,44.9
720575940605494560,,4.233333333333333
720575940605507249,,33.333333333333336
720575940605513649,,2.533333333333333
720575940605520062,,17.033333333333335
720575940605528422,,47.86666666666667
720575940605530336,,1.1666666666666667
720575940605541920,,40.2
720575940605544370,,43.2
720575940605551038,,41.86666666666667
720575940605551718,,28.066666666666666
720575940605552742,,23.633333333333333
720575940605565886,,12.1
720575940605583136,,43.0
720575940605606274,,45.43333333333333
720575940605619744,,54.333333333333336
720575940605620670,,28.2
720575940605620926,,66.56666666666666
720575940605621024,,39.4
720575940605625376,,59.166666666666664
720575940605625958,,49.8
720575940605627057,,35.1
720575940605641830,,15.733333333333333
720575940605658033,,29.233333333333334
720575940605664446,,13.6
720575940605664702,,78.16666666666667
720575940605678368,,66.63333333333334
720575940605686886,,15.6
720575940605688608,,97.56666666666666
720575940605702065,,26.0
720575940605702944,,6.5
720575940605705650,,70.56666666666666
720575940605718449,,56.46666666666667
720575940605726385,,47.766666666666666
720575940605742002,,22.566666666666666
720575940605758142,,234.86666666666667
720575940605777841,,0.03333333333333333
720575940605841074,,65.23333333333333
720575940605842656,,103.83333333333333
720575940605877728,,53.166666666666664
720575940605882336,,63.36666666666667
720575940605883569,,198.03333333333333
720575940605891040,,33.56666666666667
720575940605925600,,0.03333333333333333
720575940605927904,,26.733333333333334
720575940605929394,,25.4
720575940605934001,,35.266666666666666
720575940605947569,,103.16666666666667
720575940605957809,,38.4
720575940605992369,,40.6
720575940605993649,,17.833333333333332
720575940605997257,,22.166666666666668
720575940606009801,,24.266666666666666
720575940606010057,,11.0
720575940606015154,,9.833333333333334
720575940606039241,,19.566666666666666
720575940606046892,,34.5
720575940606056905,,256.2
720575940606112940,,39.233333333333334
720575940606139308,,50.46666666666667
720575940606149321,,47.9
720575940606179686,,25.3
720575940606185858,,39.53333333333333
720575940606195657,,19.0
720575940606246334,,140.86666666666667
720575940606267659,,95.9
720575940606319794,,4.933333333333334
720575940606331996,,43.166666666666664
720575940606335106,,44.06666666666667
720575940606337312,,86.83333333333333
720575940606341250,,46.53333333333333
720575940606342089,,9.8
720575940606347394,,37.86666666666667
720575940606354633,,11.433333333333334
720575940606373321,,4.166666666666667
720575940606385440,,133.3
720575940606399068,,69.73333333333333
720575940606428850,,0.06666666666666667
720575940606436128,,69.1
720575940606452681,,45.06666666666667
720575940606453769,,34.36666666666667
720575940606454108,,47.833333333333336
720575940606464102,,0.13333333333333333
720575940606477660,,31.6
720575940606483467,,56.5
720575940606483723,,44.666666666666664
720575940606498313,,52.53333333333333
720575940606514878,,69.9
720575940606514889,,14.566666666666666
720575940606549961,,43.3
720575940606563249,,26.833333333333332
720575940606573490,,25.0
720575940606590338,,148.36666666666667
720575940606602674,,28.966666666666665
720575940606611977,,24.9
720575940606621362,,45.86666666666667
720575940606649865,,87.16666666666667
720575940606662322,,52.96666666666667
720575940606663625,,44.96666666666667
720575940606664894,,159.23333333333332
720575940606667977,,41.0
720575940606675804,,51.63333333333333
720575940606679142,,35.166666666666664
720575940606680450,,28.233333333333334
720575940606687499,,72.5
720575940606700043,,18.866666666666667
720575940606705073,,71.13333333333334
720575940606715337,,58.8
720575940606722249,,244.0
720575940606725833,,49.7
720575940606726834,,34.53333333333333
720575940606729858,,33.333333333333336
720575940606730076,,26.233333333333334
720575940606745289,,30.966666666666665
720575940606747593,,39.9
720575940606751922,,208.23333333333332
720575940606756030,,25.766666666666666
720575940606756785,,89.4
720575940606757041,,87.63333333333334
720575940606761161,,69.13333333333334
720575940606762686,,168.2
720575940606767806,,91.46666666666667
720575940606769609,,103.6
720575940606769854,,122.66666666666667
720575940606773705,,58.5
720575940606775654,,37.43333333333333
720575940606776962,,15.7
720575940606796722,,21.5
720575940606806473,,33.333333333333336
720575940606833794,,62.13333333333333
720575940606835401,,10.966666666666667
720575940606853250,,40.766666666666666
720575940606864341,,37.0
720575940606865330,,7.0
720575940606891221,,59.166666666666664
720575940606892162,,32.0
720575940606893186,,14.633333333333333
720575940606909195,,44.7
720575940606940425,,59.46666666666667
720575940606941397,,42.46666666666667
720575940606947714,,30.866666666666667
720575940606953858,,62.4
720575940606954114,,61.0
720575940606954507,,50.06666666666667
720575940606963586,,55.333333333333336
720575940606967682,,52.36666666666667
720575940606967730,,66.4
720575940606968450,,17.166666666666668
720575940606968962,,40.3
720575940606987906,,12.933333333333334
720575940606999682,,51.1
720575940607010825,,27.866666666666667
720575940607011458,,1.2333333333333334
720575940607012482,,38.0
720575940607030281,,0.03333333333333333
720575940607038386,,2.566666666666667
720575940607040881,,53.63333333333333
720575940607041154,,34.43333333333333
720575940607043202,,10.966666666666667
720575940607128412,,3.8333333333333335
720575940607146162,,32.63333333333333
720575940607177906,,49.333333333333336
720575940607180722,,74.1
720575940607185074,,46.833333333333336
720575940607206066,,1.6333333333333333
720575940607208882,,57.46666666666667
720575940607227826,,44.13333333333333
720575940607233458,,17.033333333333335
720575940607249365,,30.2
720575940607280306,,41.03333333333333
720575940607280818,,36.666666666666664
720575940607310531,,31.8
720575940607337155,,56.06666666666667
720575940607337923,,54.7
720575940607343829,,0.3
720575940607351747,,31.533333333333335
720575940607352003,,37.06666666666667
720575940607375881,,11.2
720575940607384242,,2.8666666666666667
720575940607439964,,106.96666666666667
720575940607447491,,0.3
720575940607451081,,52.166666666666664
720575940607471829,,24.2
720575940607484099,,82.16666666666667
720575940607539907,,4.6
720575940607626453,,27.4
720575940607667723,,59.9
720575940607674563,,23.5
720575940607687260,,64.06666666666666
720575940607715420,,44.8
720575940607721923,,33.06666666666667
720575940607722179,,30.766666666666666
720575940607763467,,23.833333333333332
720575940607765257,,0.03333333333333333
720575940607774044,,10.533333333333333
720575940607792139,,39.03333333333333
720575940607793675,,38.03333333333333
720575940607804939,,29.866666666666667
720575940607809547,,60.93333333333333
720575940607814492,,81.66666666666667
720575940607828233,,19.6
720575940607869788,,35.96666666666667
720575940607896265,,61.333333333333336
720575940607896843,,17.866666666666667
720575940607900867,,76.36666666666666
720575940607930716,,21.3
720575940607932885,,35.266666666666666
720575940607935154,,38.333333333333336
720575940607948483,,31.033333333333335
720575940607971908,,50.733333333333334
720575940607978820,,35.53333333333333
720575940607981636,,41.96666666666667
720575940607982428,,16.4
720575940607984651,,47.0
720575940607993668,,33.96666666666667
720575940608027915,,10.666666666666666
720575940608059484,,94.6
720575940608071435,,65.4
720575940608074370,,2.3
720575940608098261,,7.733333333333333
720575940608116316,,0.16666666666666666
720575940608124338,,206.56666666666666
720575940608130606,,62.4
720575940608140380,,2.2333333333333334
720575940608144732,,33.96666666666667
720575940608145026,,0.1
720575940608145877,,62.0
720575940608152021,,22.533333333333335
720575940608158300,,54.8
720575940608158677,,21.1
720575940608168028,,0.13333333333333333
720575940608176452,,60.4
720575940608176514,,30.866666666666667
720575940608177929,,53.36666666666667
720575940608177988,,22.033333333333335
720575940608181122,,0.03333333333333333
720575940608186498,,10.4
720575940608188427,,87.03333333333333
720575940608192860,,67.66666666666667
720575940608199748,,154.2
720575940608200713,,84.63333333333334
720575940608207317,,18.8
720575940608214281,,36.93333333333333
720575940608235529,,71.26666666666667
720575940608237065,,37.4
720575940608241365,,188.46666666666667
720575940608252082,,180.2
720575940608285570,,65.76666666666667
720575940608286556,,28.833333333333332
720575940608293129,,228.3
720575940608295032,,35.1
720575940608328387,,21.766666666666666
720575940608328713,,32.833333333333336
720575940608336514,,8.933333333333334
720575940608336907,,1.6
720575940608339209,,11.633333333333333
720575940608341806,,110.66666666666667
720575940608344331,,47.3
720575940608344412,,62.03333333333333
720575940608345778,,217.9
720575940608345867,,17.133333333333333
720575940608362418,,129.46666666666667
720575940608363844,,13.866666666666667
720575940608364124,,107.4
720575940608368818,,30.133333333333333
720575940608379915,,44.5
720575940608383243,,51.53333333333333
720575940608386315,,42.5
720575940608392796,,120.7
720575940608393739,,29.633333333333333
720575940608407049,,46.56666666666667
720575940608437769,,46.8
720575940608447241,,27.933333333333334
720575940608451420,,6.333333333333333
720575940608452617,,48.03333333333333
720575940608456715,,43.43333333333333
720575940608462684,,52.833333333333336
720575940608471563,,75.13333333333334
720575940608496835,,76.76666666666667
720575940608501316,,24.7
720575940608524483,,57.8
720575940608525763,,29.333333333333332
720575940608527150,,34.6
720575940608530955,,70.1
720575940608532675,,40.53333333333333
720575940608535819,,38.333333333333336
720575940608537027,,42.86666666666667
720575940608544011,,68.33333333333333
720575940608545219,,49.266666666666666
720575940608564233,,55.6
720575940608566979,,2.7333333333333334
720575940608573193,,59.166666666666664
720575940608589323,,90.33333333333333
720575940608601865,,3.033333333333333
720575940608603657,,32.0
720575940608606933,,0.3
720575940608619787,,26.4
720575940608621614,,44.233333333333334
720575940608621835,,68.13333333333334
720575940608626697,,66.36666666666666
720575940608628419,,20.366666666666667
720575940608631765,,46.766666666666666
720575940608633134,,43.266666666666666
720575940608644654,,23.566666666666666
720575940608662485,,32.733333333333334
720575940608662574,,57.2
720575940608663253,,8.5
720575940608663765,,55.666666666666664
720575940608682453,,20.9
720575940608708875,,61.166666666666664
720575940608716483,,54.2
720575940608716809,,31.2
720575940608765141,,17.766666666666666
720575940608767957,,29.666666666666668
720575940608768213,,47.46666666666667
720575940608772821,,41.36666666666667
720575940608774776,,56.53333333333333
720575940608801749,,44.266666666666666
720575940608806776,,38.2
720575940608819780,,22.933333333333334
720575940608820600,,16.533333333333335
720575940608823509,,38.6
720575940608845525,,139.1
720575940608845781,,35.53333333333333
720575940608884693,,46.266666666666666
720575940608886741,,21.233333333333334
720575940608888277,,50.36666666666667
720575940608898005,,125.86666666666666
720575940608901333,,60.766666666666666
720575940608929749,,14.666666666666666
720575940608932803,,67.5
720575940608956117,,26.5
720575940608956373,,61.36666666666667
720575940608969173,,24.633333333333333
720575940608969667,,25.933333333333334
720575940608970197,,123.06666666666666
720575940608970453,,85.63333333333334
720575940608971221,,91.8
720575940608974549,,26.5
720575940608976085,,41.46666666666667
720575940608977621,,142.53333333333333
720575940608978115,,3.9
720575940608978901,,14.9
720575940608987349,,5.933333333333334
720575940608989909,,69.16666666666667
720575940608990677,,35.63333333333333
720575940608997571,,56.36666666666667
720575940609006200,,43.06666666666667
720575940609006712,,52.43333333333333
720575940609027523,,105.73333333333333
720575940609060420,,45.3
720575940609077828,,15.5
720575940609097429,,17.633333333333333
720575940609112587,,34.0
720575940609133102,,26.8
720575940609137500,,6.933333333333334
720575940609149394,,47.36666666666667
720575940609153746,,35.233333333333334
720575940609171395,,0.23333333333333334
720575940609180611,,153.8
720575940609190866,,33.7
720575940609200708,,52.13333333333333
720575940609202244,,67.73333333333333
720575940609203268,,46.4
720575940609218258,,51.2
720575940609226702,,54.43333333333333
720575940609237187,,16.733333333333334
720575940609240515,,0.4
720575940609269001,,126.46666666666667
720575940609271854,,32.6
720575940609282825,,242.03333333333333
720575940609318446,,56.766666666666666
720575940609347448,,49.0
720575940609365828,,20.166666666666668
720575940609378424,,34.03333333333333
720575940609381897,,32.666666666666664
720575940609405646,,50.9
720575940609406985,,94.96666666666667
720575940609414468,,92.66666666666667
720575940609417995,,0.2
720575940609447179,,90.5
720575940609454603,,96.4
720575940609460491,,116.5
720575940609482190,,29.2
720575940609496585,,56.3
720575940609508654,,10.1
720575940609533394,,20.566666666666666
720575940609553419,,17.2
720575940609573842,,14.333333333333334
720575940609580664,,3.6
720575940609586500,,33.6
720575940609586901,,0.5666666666666667
720575940609590596,,23.266666666666666
720575940609592270,,22.366666666666667
720575940609619666,,44.36666666666667
720575940609634571,,42.233333333333334
720575940609684946,,37.233333333333334
720575940609694818,,51.03333333333333
720575940609739669,,45.13333333333333
720575940609747780,,49.666666666666664
720575940609760814,,3.433333333333333
720575940609768290,,40.7
720575940609777198,,18.566666666666666
720575940609781966,,73.7
720575940609785208,,9.333333333333334
720575940609792206,,125.86666666666666
720575940609799470,,5.166666666666667
720575940609806712,,40.266666666666666
720575940609826168,,8.266666666666667
720575940609836898,,51.0
720575940609850436,,91.5
720575940609865796,,24.733333333333334
720575940609871253,,43.8
720575940609881749,,67.03333333333333
720575940609890315,,110.53333333333333
720575940609891886,,76.83333333333333
720575940609892164,,118.26666666666667
720575940609892932,,50.7
720575940609894212,,95.13333333333334
720575940609903077,,127.43333333333334
720575940609903602,,43.333333333333336
720575940609904196,,0.06666666666666667
720575940609908270,,24.833333333333332
720575940609908548,,100.8
720575940609932130,,30.233333333333334
720575940609935310,,46.666666666666664
720575940609940373,,31.066666666666666
720575940609950869,,5.7
720575940609957315,,0.4
720575940609959637,,141.2
720575940609959726,,10.2
720575940609962389,,50.0
720575940609963248,,48.46666666666667
720575940609970801,,38.13333333333333
720575940609978866,,29.1
720575940609979505,,32.333333333333336
720575940609979610,,41.53333333333333
720575940609999217,,38.266666666666666
720575940610029432,,42.3
720575940610036834,,9.9
720575940610048981,,131.06666666666666
720575940610051733,,0.4
720575940610052266,,35.53333333333333
720575940610073412,,26.633333333333333
720575940610075346,,36.166666666666664
720575940610088883,,5.1
720575940610100437,,103.83333333333333
720575940610101210,,57.233333333333334
720575940610124868,,62.266666666666666
720575940610131012,,28.033333333333335
720575940610137050,,47.666666666666664
720575940610140378,,17.833333333333332
720575940610147826,,27.2
720575940610157688,,140.63333333333333
720575940610159480,,20.533333333333335
720575940610161091,,244.5
720575940610167665,,48.7
720575940610167987,,50.766666666666666
720575940610175218,,24.033333333333335
720575940610191795,,16.8
720575940610199781,,4.1
720575940610205282,,51.3
720575940610206387,,56.5
720575940610207957,,37.2
720575940610209378,,61.9
720575940610214769,,0.3333333333333333
720575940610215637,,61.06666666666667
720575940610218360,,50.266666666666666
720575940610255058,,28.433333333333334
720575940610258552,,0.8333333333333334
720575940610270584,,4.266666666666667
720575940610292430,,158.56666666666666
720575940610307374,,53.233333333333334
720575940610313570,,0.1
720575940610323674,,46.733333333333334
720575940610336610,,37.96666666666667
720575940610347929,,30.566666666666666
720575940610357602,,18.166666666666668
720575940610358501,,40.7
720575940610359650,,36.1
720575940610375726,,29.533333333333335
720575940610378865,,45.5
720575940610380498,,66.6
720575940610380970,,2.6666666666666665
720575940610383043,,38.266666666666666
720575940610384994,,1.0
720575940610386661,,24.633333333333333
720575940610393842,,60.96666666666667
720575940610403448,,17.5
720575940610404977,,24.666666666666668
720575940610406776,,50.2
720575940610408643,,133.16666666666666
720575940610410609,,77.5
720575940610423538,,27.133333333333333
720575940610427512,,8.0
720575940610430254,,50.53333333333333
720575940610439363,,0.06666666666666667
720575940610460514,,124.43333333333334
720575940610470130,,25.066666666666666
720575940610476506,,50.53333333333333
720575940610487928,,89.73333333333333
720575940610499779,,40.666666666666664
720575940610505170,,97.13333333333334
720575940610505621,,0.03333333333333333
720575940610506360,,0.06666666666666667
720575940610509102,,39.06666666666667
720575940610511043,,67.1
720575940610514478,,99.4
720575940610523746,,17.933333333333334
720575940610530606,,195.03333333333333
720575940610535890,,21.5
720575940610536494,,36.266666666666666
720575940610542894,,80.8
720575940610543257,,58.9
720575940610562713,,36.63333333333333
720575940610562969,,57.03333333333333
