flyid,name,vp1l_15Hz
720575940602564320,,9.702519718551924
720575940602605536,,9.334523733610267
720575940602977248,,46.58321109107396
720575940603050668,,11.420692720768834
720575940603111392,,5.760497663686127
720575940603231916,,33.573534550628146
720575940603317216,,10.820197163946075
720575940603455846,,16.07582726400798
720575940603464672,,59.52147138264943
720575940603556198,,1.382831234179436
720575940603642982,,9.266426855410161
720575940603673120,,4.57153025680558
720575940603674656,,12.888453057765396
720575940603721248,,9.731049960478742
720575940603751782,,16.621438632748436
720575940603820716,,35.35956573388437
720575940603832288,,1.4313940369055926
720575940603882720,,12.478247740234469
720575940603883232,,16.508751887677303
720575940603885856,,5.696100030332645
720575940603899936,,0.42687494916218993
720575940603984486,,9.689857240090452
720575940603985952,,46.62355151160791
720575940604008672,,11.384004372607889
720575940604050110,,10.820197163946075
720575940604093984,,14.874437431005209
720575940604103200,,10.47754212059722
720575940604126129,,3.4034296427770228
720575940604131296,,12.068370045517975
720575940604132710,,22.97679989322563
720575940604284337,,0.17950549357115012
720575940604341216,,8.525777905205418
720575940604352172,,52.45358795057674
720575940604352689,,1.5986105077709065
720575940604398816,,34.07744447904248
720575940604402092,,17.98777362543792
720575940604403628,,7.816577824655037
720575940604407468,,30.8183927766088
720575940604412588,,0.1795054935711501
720575940604414636,,13.037083859343529
720575940604418988,,1.3097921802925665
720575940604431584,,32.81884621169164
720575940604456876,,10.672342240056253
720575940604466912,,19.10523488471157
720575940604470240,,4.582090740650554
720575940604478176,,15.00610986676205
720575940604479590,,20.324697619726926
720575940604493024,,22.829707741352177
720575940604500448,,3.3638602164114304
720575940604552894,,4.2511436369784334
720575940604557792,,19.20648038785058
720575940604568521,,7.708581077099872
720575940604569824,,5.789358053071745
720575940604620512,,7.21449158907881
720575940604626912,,10.048161799829636
720575940604630496,,18.463447372819868
720575940604663520,,26.240109247740055
720575940604682976,,2.684316590038432
720575940604690278,,0.3
720575940604714208,,3.5
720575940604714464,,41.5266447262745
720575940604735660,,3.0347981810987035
720575940604737708,,0.42687494916218993
720575940604766153,,19.176635088913105
720575940604783136,,15.278743403827425
720575940604806345,,10.569557964056754
720575940604810016,,6.4584999978495174
720575940604833196,,13.661015091615022
720575940604860332,,5.595236068895277
720575940604874208,,25.381007772654648
720575940604880841,,5.4279114051559665
720575940604884396,,11.762511069778709
720575940604908972,,17.622586517181738
720575940604911793,,11.364711464294494
720575940604924606,,15.376027517607474
720575940604931249,vp1l_6,29.62823353192394
720575940604934572,,0.33993463423951903
