flyid,name,vp1d_75Hz
720575940602564320,,38.8
720575940602605536,,35.86666666666667
720575940602977248,,180.46666666666667
720575940603050668,,44.56666666666667
720575940603111392,,23.0
720575940603231916,,129.13333333333333
720575940603317216,,42.6
720575940603455846,,62.53333333333333
720575940603464672,,230.43333333333334
720575940603492012,,0.03333333333333333
720575940603556198,,5.066666666666666
720575940603642982,,35.733333333333334
720575940603673120,,17.933333333333334
720575940603674656,,50.46666666666667
720575940603721248,,37.13333333333333
720575940603751782,,63.86666666666667
720575940603820716,vp1d_1,232.0
720575940603832288,,5.6
720575940603882720,,47.8
720575940603883232,,64.1
720575940603885856,,22.266666666666666
720575940603899936,,0.6333333333333333
720575940603938238,,0.4666666666666667
720575940603984486,,38.666666666666664
720575940603985952,,180.03333333333333
720575940603988838,,0.1
720575940604008672,,44.0
720575940604050110,,42.53333333333333
720575940604093984,,57.833333333333336
720575940604103200,,40.833333333333336
720575940604126129,,14.033333333333333
720575940604131296,,47.9
720575940604132710,,89.13333333333334
720575940604284337,,0.5
720575940604341216,,33.93333333333333
720575940604352172,,203.16666666666666
720575940604352689,,5.533333333333333
720575940604398816,,131.83333333333334
720575940604402092,,70.06666666666666
720575940604403628,,31.7
720575940604407468,,119.66666666666667
720575940604412588,,0.03333333333333333
720575940604414636,,51.8
720575940604418988,,3.2666666666666666
720575940604431584,,127.13333333333334
720575940604456876,,41.8
720575940604466912,,74.9
720575940604470240,,17.7
720575940604478176,,58.233333333333334
720575940604479590,,79.53333333333333
720575940604493024,,87.9
720575940604500448,,14.466666666666667
720575940604552894,,16.933333333333334
720575940604557792,,73.9
720575940604568521,,30.133333333333333
720575940604569824,,22.066666666666666
720575940604620512,,28.966666666666665
720575940604626912,,38.6
720575940604630496,,71.33333333333333
720575940604663520,,101.53333333333333
720575940604682976,,9.966666666666667
720575940604690278,,0.23333333333333334
720575940604714208,,13.3
720575940604714464,,161.9
720575940604735660,,10.866666666666667
720575940604737708,,0.5333333333333333
720575940604766153,,74.06666666666666
720575940604770249,,0.03333333333333333
720575940604783136,,58.56666666666667
720575940604806345,,40.93333333333333
720575940604810016,,24.766666666666666
720575940604833196,,52.833333333333336
720575940604860332,,21.433333333333334
720575940604874208,,101.56666666666666
720575940604880841,,19.266666666666666
720575940604884396,,46.333333333333336
720575940604908972,,67.66666666666667
720575940604911793,,43.36666666666667
720575940604924606,,59.6
720575940604931249,,95.56666666666666
720575940604934572,,1.3333333333333333
720575940604935340,,25.666666666666668
720575940604941234,,49.0
720575940604961126,,75.36666666666666
720575940604961894,,44.266666666666666
720575940604962918,,56.06666666666667
720575940604963686,,57.46666666666667
720575940604963942,,49.833333333333336
720575940604974978,,51.96666666666667
720575940604978534,,28.3
720575940604985265,,29.8
720575940604991264,,69.46666666666667
720575940604994336,,25.3
720575940604997152,,62.43333333333333
720575940604999526,,24.466666666666665
720575940605000550,,12.766666666666667
720575940605007206,,91.13333333333334
720575940605028017,,68.63333333333334
720575940605029036,,124.46666666666667
720575940605030316,,29.366666666666667
720575940605031084,,23.066666666666666
720575940605032550,,78.56666666666666
720575940605037996,,6.033333333333333
720575940605039788,,2.3333333333333335
720575940605060798,,76.43333333333334
720575940605078560,,122.23333333333333
720575940605083838,,53.5
720575940605102694,,148.5
720575940605113376,,48.166666666666664
720575940605154988,,47.46666666666667
720575940605171121,,5.333333333333333
720575940605180337,,63.63333333333333
720575940605180849,,29.2
720575940605184102,,55.833333333333336
720575940605196465,,31.733333333333334
720575940605197745,,45.833333333333336
720575940605221065,,11.5
720575940605236866,,59.1
720575940605252041,,44.666666666666664
720575940605264305,vp1d_2,232.36666666666667
720575940605280201,,54.8
720575940605290441,,43.36666666666667
720575940605305777,,17.966666666666665
720575940605309361,,85.06666666666666
720575940605309542,,40.13333333333333
720575940605312945,,56.96666666666667
720575940605338290,,34.7
720575940605362610,,53.63333333333333
720575940605376800,,19.166666666666668
720575940605383526,,86.8
720575940605391136,,50.7
720575940605391794,,32.9
720575940605396926,,49.166666666666664
720575940605400096,,136.26666666666668
720575940605407846,,48.4
720575940605410592,,81.23333333333333
720575940605411104,,51.833333333333336
720575940605412738,,79.73333333333333
720575940605420902,,92.86666666666666
720575940605421442,,69.7
720575940605427134,,93.33333333333333
720575940605431840,,76.06666666666666
720575940605451552,,41.86666666666667
720575940605452064,,27.833333333333332
720575940605480806,,29.233333333333334
720575940605488416,,51.766666666666666
720575940605494560,,5.4
720575940605507249,,38.96666666666667
720575940605513649,,2.2
720575940605520062,,19.666666666666668
720575940605528422,,55.733333333333334
720575940605530336,,0.9
720575940605541920,,46.6
720575940605544370,,49.733333333333334
720575940605551038,,47.9
720575940605551718,,32.63333333333333
720575940605552742,,27.733333333333334
720575940605565886,,14.4
720575940605583136,,50.1
720575940605606274,,52.833333333333336
720575940605619744,,62.4
720575940605620670,,32.9
720575940605620926,,76.4
720575940605621024,,45.666666666666664
720575940605625376,,67.73333333333333
720575940605625958,,57.1
720575940605627057,,40.6
720575940605641830,,18.266666666666666
720575940605658033,,34.96666666666667
720575940605664446,,15.733333333333333
720575940605664702,,89.86666666666666
720575940605678368,,76.53333333333333
720575940605686886,,17.966666666666665
720575940605688608,,113.16666666666667
720575940605702065,,29.7
720575940605702944,,7.533333333333333
720575940605705650,,81.16666666666667
720575940605718449,,65.26666666666667
720575940605726385,,55.43333333333333
720575940605733042,,0.03333333333333333
720575940605742002,,26.066666666666666
720575940605758142,,274.3666666666667
720575940605777841,,0.1
720575940605841074,,74.8
720575940605842656,,120.06666666666666
720575940605877728,,61.46666666666667
720575940605882336,,72.33333333333333
720575940605883569,,229.33333333333334
720575940605891040,,39.03333333333333
720575940605927904,,31.466666666666665
720575940605929394,,29.4
720575940605934001,,41.63333333333333
720575940605947569,,119.63333333333334
720575940605957809,,44.0
720575940605992369,,46.96666666666667
720575940605993649,,20.433333333333334
720575940605997257,,25.833333333333332
720575940606009801,,29.733333333333334
720575940606010057,,12.8
720575940606015154,,11.6
720575940606039241,,22.733333333333334
720575940606046892,,39.93333333333333
720575940606056905,,292.6
720575940606112940,,44.56666666666667
720575940606139308,,57.9
720575940606149321,,55.63333333333333
720575940606179686,,28.966666666666665
720575940606185858,,46.7
720575940606195657,,22.566666666666666
720575940606246334,,162.5
720575940606267659,,110.46666666666667
720575940606319794,,5.066666666666666
720575940606331996,,50.233333333333334
720575940606335106,,50.733333333333334
720575940606337312,,100.86666666666666
720575940606341250,,53.86666666666667
720575940606342089,,12.0
720575940606347394,,44.1
720575940606354633,,13.266666666666667
720575940606373321,,5.133333333333334
720575940606385440,,154.43333333333334
720575940606399068,,80.6
720575940606428850,,0.23333333333333334
720575940606436128,,79.86666666666666
720575940606452681,,52.3
720575940606453769,,39.96666666666667
720575940606454108,,55.36666666666667
720575940606464102,,0.1
720575940606477660,,36.6
720575940606483467,,65.5
720575940606483723,,51.93333333333333
720575940606498313,,61.03333333333333
720575940606514878,,81.06666666666666
720575940606514889,,17.166666666666668
720575940606549961,,50.3
720575940606563249,,31.066666666666666
720575940606573490,,28.833333333333332
720575940606590338,,171.76666666666668
720575940606602674,,33.4
720575940606611977,,29.2
720575940606621362,,53.13333333333333
720575940606633248,,0.03333333333333333
720575940606648608,,0.03333333333333333
720575940606649865,,100.8
720575940606662322,,62.43333333333333
720575940606663625,,52.06666666666667
720575940606664894,,184.26666666666668
720575940606667977,,48.333333333333336
720575940606675804,,59.333333333333336
720575940606679142,,41.06666666666667
720575940606680450,,33.733333333333334
720575940606687499,,83.3
720575940606700043,,22.133333333333333
720575940606705073,,82.06666666666666
720575940606715337,,68.03333333333333
720575940606722249,,282.9
720575940606725833,,58.4
720575940606726834,,40.0
720575940606729858,,38.5
720575940606730076,,30.866666666666667
720575940606731977,,0.03333333333333333
720575940606745289,,35.766666666666666
720575940606747593,,45.96666666666667
720575940606751922,,240.26666666666668
720575940606756030,,30.533333333333335
720575940606756785,,103.43333333333334
720575940606757041,,101.13333333333334
720575940606761161,,80.3
720575940606762686,,193.56666666666666
720575940606767806,,104.96666666666667
720575940606769609,,119.06666666666666
720575940606769854,,140.8
720575940606773705,,67.36666666666666
720575940606775654,,43.233333333333334
720575940606776962,,16.966666666666665
720575940606796722,,24.966666666666665
720575940606806473,,37.833333333333336
720575940606833794,,72.66666666666667
720575940606835401,,12.3
720575940606853250,,47.1
720575940606864341,,43.06666666666667
720575940606865330,,11.533333333333333
720575940606891221,,68.7
720575940606892162,,37.06666666666667
720575940606893186,,17.3
720575940606909195,,52.233333333333334
720575940606940425,,68.3
720575940606941397,,49.46666666666667
720575940606947714,,35.666666666666664
720575940606953858,,71.73333333333333
720575940606954114,,70.83333333333333
720575940606954507,,57.766666666666666
720575940606963586,,64.13333333333334
720575940606967682,,61.53333333333333
720575940606967730,,76.3
720575940606968450,,19.866666666666667
720575940606968962,,46.733333333333334
720575940606987906,,15.133333333333333
720575940606999682,,58.96666666666667
720575940607010825,,32.233333333333334
720575940607011458,,1.1
720575940607012482,,43.86666666666667
720575940607017993,,0.03333333333333333
720575940607030281,,0.06666666666666667
720575940607038386,,5.7
720575940607040881,,61.56666666666667
720575940607041154,,39.666666666666664
720575940607043202,,12.1
720575940607128412,,4.166666666666667
720575940607146162,,37.4
720575940607155890,,0.06666666666666667
720575940607177906,,56.766666666666666
720575940607180722,,85.6
720575940607185074,,53.8
720575940607206066,,1.3333333333333333
720575940607208882,,65.93333333333334
720575940607227826,,52.9
720575940607233458,,19.966666666666665
720575940607249365,,35.46666666666667
720575940607280306,,47.4
