flyid,name,vp1l_25Hz
720575940602564320,,32.166666666666664
720575940602605536,,30.366666666666667
720575940602977248,,154.13333333333333
720575940603050668,,37.96666666666667
720575940603111392,,19.433333333333334
720575940603231916,,109.5
720575940603317216,,35.766666666666666
720575940603455846,,53.0
720575940603464672,,196.7
720575940603556198,,3.5
720575940603642982,,30.166666666666668
720575940603673120,,15.3
720575940603674656,,42.666666666666664
720575940603721248,,31.533333333333335
720575940603751782,,54.266666666666666
720575940603820716,,115.7
720575940603832288,,4.666666666666667
720575940603882720,,40.5
720575940603883232,,54.266666666666666
720575940603885856,,18.666666666666668
720575940603899936,,0.7666666666666667
720575940603938238,,0.5
720575940603984486,,32.766666666666666
720575940603985952,,153.23333333333332
720575940603988838,,0.03333333333333333
720575940604008672,,37.46666666666667
720575940604050110,,36.03333333333333
720575940604088288,,0.03333333333333333
720575940604093984,,49.06666666666667
720575940604103200,,34.46666666666667
720575940604126129,,11.8
720575940604131296,,40.5
720575940604132710,,75.76666666666667
720575940604284337,,0.2
720575940604341216,,27.866666666666667
720575940604352172,,172.83333333333334
720575940604352689,,5.1
720575940604398816,,111.56666666666666
720575940604402092,,59.36666666666667
720575940604403628,,25.4
720575940604407468,,102.1
720575940604412588,,0.16666666666666666
720575940604414636,,42.56666666666667
720575940604418988,,2.433333333333333
720575940604431584,,107.9
720575940604456876,,35.56666666666667
720575940604466912,,63.4
720575940604470240,,15.366666666666667
720575940604478176,,49.56666666666667
720575940604479590,,67.16666666666667
720575940604493024,,74.66666666666667
720575940604500448,,12.166666666666666
720575940604552894,,14.2
720575940604557792,,62.86666666666667
720575940604568521,,25.3
720575940604569824,,19.2
720575940604620512,,24.433333333333334
720575940604626912,,32.733333333333334
720575940604630496,,60.53333333333333
720575940604663520,,86.43333333333334
720575940604682976,,8.666666666666666
720575940604690278,,0.23333333333333334
720575940604714208,,11.166666666666666
720575940604714464,,137.56666666666666
720575940604735660,,9.033333333333333
720575940604737708,,0.7333333333333333
720575940604766153,,62.93333333333333
720575940604783136,,49.3
720575940604806345,,34.43333333333333
720575940604810016,,21.4
720575940604833196,,44.766666666666666
720575940604860332,,18.266666666666666
720575940604874208,,83.0
720575940604880841,,16.566666666666666
720575940604884396,,38.733333333333334
720575940604908972,,57.7
720575940604911793,,36.833333333333336
720575940604924606,,50.733333333333334
720575940604931249,vp1l_6,118.63333333333334
720575940604934572,,1.1
720575940604935340,,19.2
720575940604941234,,41.766666666666666
720575940604961126,,64.2
720575940604961894,,37.5
720575940604962918,,47.36666666666667
720575940604963686,,48.86666666666667
720575940604963942,,42.233333333333334
720575940604974978,,44.36666666666667
720575940604978534,,23.766666666666666
720575940604985265,,25.4
720575940604991264,,58.833333333333336
720575940604994336,,21.666666666666668
720575940604997152,,52.93333333333333
720575940604999526,,20.7
720575940605000550,,10.5
720575940605007206,,77.03333333333333
720575940605028017,,58.06666666666667
720575940605029036,,106.33333333333333
720575940605030316,,24.9
720575940605031084,,19.6
720575940605032550,,66.7
720575940605037996,,5.6
720575940605039788,,1.8666666666666667
720575940605060798,,64.93333333333334
720575940605078560,,104.03333333333333
720575940605083838,,45.36666666666667
720575940605102694,,125.53333333333333
720575940605113376,,40.7
720575940605154988,,40.43333333333333
720575940605171121,,4.6
720575940605180337,,54.06666666666667
720575940605180849,,24.6
720575940605184102,,46.63333333333333
720575940605196465,,26.3
720575940605197745,,38.86666666666667
720575940605221065,,9.366666666666667
720575940605236866,,50.2
720575940605252041,,37.733333333333334
720575940605264305,,115.43333333333334
720575940605280201,,46.3
720575940605290441,,36.93333333333333
720575940605305777,,15.4
720575940605309361,,72.1
720575940605309542,,34.1
720575940605312945,,47.766666666666666
720575940605338290,,29.833333333333332
720575940605362610,,45.8
720575940605376800,,16.4
720575940605383526,,73.96666666666667
720575940605391136,,42.8
720575940605391794,,27.966666666666665
720575940605396926,,41.7
720575940605400096,,114.9
720575940605407846,,41.1
720575940605410592,,69.36666666666666
720575940605411104,,45.166666666666664
720575940605412738,,67.83333333333333
720575940605420902,,78.83333333333333
720575940605421442,,59.2
720575940605427134,,79.93333333333334
720575940605431840,,64.3
720575940605451552,,35.63333333333333
720575940605452064,,23.0
720575940605480806,,24.4
720575940605488416,,44.03333333333333
720575940605494560,,4.5
720575940605507249,,32.9
720575940605513649,,2.6
720575940605520062,,16.766666666666666
720575940605528422,,46.7
720575940605530336,,0.7333333333333333
720575940605541920,,39.56666666666667
720575940605544370,,42.266666666666666
720575940605551038,,40.766666666666666
720575940605551718,,27.566666666666666
720575940605552742,,23.333333333333332
720575940605565886,,11.833333333333334
720575940605583136,,42.266666666666666
