flyid,name,vp1m_5Hz
720575940602564320,,13.41574530997895
720575940602605536,,12.67144646658603
720575940602977248,,64.62349074102664
720575940603050668,,15.594194076286499
720575940603111392,,8.209479615393143
720575940603231916,,46.36891918803658
720575940603317216,,15.002962670382436
720575940603455846,,22.28502237428139
720575940603464672,,81.90886534571348
720575940603556198,,1.7916472867168918
720575940603642982,,12.699081331602954
720575940603673120,,6.433937795437219
720575940603674656,,18.033302526159762
720575940603721248,,13.114072170340107
720575940603751782,,22.693146297701624
720575940603820716,,48.9722029999332
720575940603832288,,2.1522597943143906
720575940603882720,,17.160969928558494
720575940603883232,,22.925580084748614
720575940603885856,,7.79209000632479
720575940603899936,,0.5374838498865699
720575940603938238,,0.33993463423951903
720575940603984486,,13.725118902541022
720575940603985952,,64.8252694213881
720575940603988838,,0.1795054935711501
720575940604008672,,15.60445093199017
720575940604050110,,15.270741814186877
720575940604093984,,20.70898892322419
720575940604103200,,14.462557019958663
720575940604126129,,4.978174587358525
720575940604131296,,17.2837753077529
720575940604132710,,32.01867510618695
720575940604284337,,0.4955356249106168
720575940604341216,,11.79189929099163
720575940604352172,,72.20738651043027
720575940604352689,,2.3825756371344573
720575940604398816,,47.20197735971096
720575940604402092,,25.019636732419247
720575940604403628,,11.608617488745162
720575940604407468,,42.866148260214224
720575940604414636,,18.425978038266155
720575940604418988,,1.2578641509408803
720575940604431584,,45.769664869018015
720575940604456876,,15.01643544032116
720575940604466912,,26.89609637103496
720575940604470240,,6.699004901227247
720575940604478176,,20.65268344146429
720575940604479590,,28.273289318522682
720575940604493024,,31.3729536738609
720575940604500448,,5.103811212112855
720575940604552894,,6.03508261933689
720575940604557792,,26.455749217640136
720575940604568521,,10.600890947882112
720575940604569824,,8.539125638299666
720575940604620512,,10.27726725458778
720575940604626912,,13.797302473873492
720575940604630496,,25.45767729651182
720575940604663520,,35.97729222100457
720575940604682976,,3.7778594762407747
720575940604690278,,0.4
720575940604714208,,4.589359674532192
720575940604714464,,58.09919678159645
720575940604735660,,4.2322833343506465
720575940604737708,,0.5859465277082315
720575940604766153,,26.28191181951741
720575940604770249,,0.17950549357115012
720575940604783136,,21.05033649770632
720575940604806345,,14.53383026673362
720575940604810016,,9.025888691240695
720575940604833196,,19.040454009526375
720575940604860332,,7.565198095372138
720575940604874208,,35.56865036642365
720575940604880841,,6.805308385534209
720575940604884396,,16.30732623359479
720575940604908972,,24.342121700642465
720575940604911793,,15.783394931241997
720575940604924606,,21.449061103512715
720575940604931249,,34.15781999288987
720575940604934572,,0.9067647005823629
720575940604935340,,8.280432087491302
720575940604941234,,17.48967949645987
720575940604961126,,26.89281192685758
720575940604961894,,15.829262634613006
720575940604962918,,19.812341832526737
720575940604963686,,20.736012688610657
720575940604963942,,17.77354463490299
720575940604974978,,18.79184220169309
720575940604978534,,10.12719112093773
720575940604985265,,10.58909292096773
720575940604991264,,25.009242735881113
720575940604994336,,9.140933577412465
720575940604997152,,22.087301530265957
720575940604999526,,8.674419609147089
720575940605000550,,4.455209185760966
720575940605007206,,32.752964242441735
720575940605028017,,24.934157740381412
720575940605029036,,44.542925613639504
720575940605030316,,10.461622988597686
720575940605031084,,8.160609998986322
720575940605032550,,28.040863039500053
720575940605037996,,2.7746871695542343
720575940605039788,,1.1396880664852507
720575940605060798,,27.378499268992492
720575940605078560,,43.346010966023925
720575940605083838,,18.995350308255265
720575940605102694,,53.28582258808519
720575940605113376,,17.08358536399455
720575940605154988,,16.87828980278117
720575940605171121,,1.9232495649002206
720575940605180337,,22.56617429300373
720575940605180849,,10.323436120465576
720575940605184102,,19.568143044811947
720575940605196465,,11.0495852109178
720575940605197745,,16.241784247906864
720575940605221065,,3.839126057957577
