flyid,name,vp3a_5Hz
720575940604403628,,0.03333333333333333
720575940609959726,,0.03333333333333333
720575940611906713,,0.06666666666666667
720575940613191591,vp3a_6,5.233333333333333
720575940613869777,,6.4
720575940616345686,,0.03333333333333333
720575940616999069,vp3a_1,5.466666666666667
720575940617422641,,0.5333333333333333
720575940618210614,,5.266666666666667
720575940621164927,,0.03333333333333333
720575940621659563,vp3a_2,5.333333333333333
720575940621814054,,0.03333333333333333
720575940621831804,vp3a_3,5.033333333333333
720575940622331882,,0.4666666666666667
720575940622726663,,0.03333333333333333
720575940625293514,vp3a_4,5.533333333333333
720575940627096957,,0.43333333333333335
720575940627677258,vp3a_5,4.966666666666667
720575940628352850,,6.366666666666666
720575940629461442,,0.4
720575940630275269,,0.1
720575940630580183,,0.03333333333333333
720575940631275181,,1.6666666666666667
720575940633074145,,10.4
720575940637449023,,1.5
720575940638288447,,2.066666666666667
720575940650751873,vp3a_7,4.6
