flyid,name,vp3a_15Hz
720575940602564320,,11.330195644088999
720575940602605536,,10.727172144709073
720575940602977248,,54.27875581968818
720575940603050668,,13.399004938178557
720575940603111392,,6.9358969619413084
720575940603231916,,39.32564896688504
720575940603317216,,12.75565234187051
720575940603455846,,18.889415025352164
720575940603464672,,69.62853821051634
720575940603556198,,1.5143755588800734
720575940603642982,,10.77466163428501
720575940603673120,,5.327183954857284
720575940603674656,,15.182006894127447
720575940603721248,,11.113605275617008
720575940603751782,,19.219665854419933
720575940603820716,,41.45558533606245
720575940603832288,,1.5040685563571299
720575940603882720,,14.563424505703779
720575940603883232,,19.474912637088316
720575940603885856,,6.4131808713686596
720575940603899936,,0.3
720575940603938238,,0.3
720575940603984486,,11.719167585152492
720575940603985952,,55.172698562483475
720575940604008672,,13.297493498149693
720575940604050110,,12.841296230867385
720575940604093984,,17.509870232401937
720575940604103200,,12.39175353029407
720575940604126129,,4.22216374228507
720575940604131296,,14.520521876143281
720575940604132710,,27.253542073564592
720575940604284337,,0.24944382578492943
720575940604341216,,9.799999999999999
720575940604352172,,61.3608633866535
720575940604352689,,1.827262676488766
720575940604398816,,40.323759194246215
720575940604402092,,21.285884733524444
720575940604403628,,10.915839663331242
720575940604407468,,36.08502305512481
720575940604414636,,15.141407537683618
720575940604418988,,0.8034647195462634
720575940604431584,,38.795131424216386
720575940604456876,,12.899999999999997
720575940604466912,,22.795223671247935
720575940604470240,,5.345922641498742
720575940604478176,,17.59431726438966
720575940604479590,,24.013514713362746
720575940604493024,,26.822068028646363
720575940604500448,,4.230051221124081
720575940604552894,,5.036422892843248
720575940604557792,,22.601474878128347
720575940604568521,,8.904992357598566
720575940604569824,,7.558365490560038
720575940604620512,,8.748650689614308
720575940604626912,,11.7284554254457
720575940604630496,,21.52778566308099
720575940604663520,,30.741376387894906
720575940604682976,,3.0
720575940604690278,,0.4714045207910317
720575940604714208,,3.852272056851645
720575940604714464,,49.12121062568933
720575940604735660,,3.3274948868814547
720575940604737708,,0.3590109871423002
720575940604766153,,22.353945711862345
720575940604770249,,0.17950549357115014
720575940604783136,,17.730356893067768
720575940604806345,,12.209513594825234
720575940604810016,,7.556380673899966
720575940604833196,,15.956050750594757
720575940604860332,,6.478082706754797
720575940604874208,,29.507061301774304
720575940604880841,,6.016643582596529
720575940604884396,,13.810985965286232
720575940604908972,,20.54058313572318
720575940604911793,,13.434987491207012
720575940604924606,,18.33784792898738
720575940604931249,,28.89146356048213
720575940604934572,,0.42687494916218993
720575940604935340,,6.88282887578453
720575940604941234,,14.747542168103811
720575940604961126,,22.755927188805604
720575940604961894,,13.276378354891149
720575940604962918,,16.761364304057512
720575940604963686,,17.427819395692875
720575940604963942,,14.95879525749168
720575940604974978,,15.894827949857007
720575940604978534,,8.570038247029913
720575940604985265,,8.83685464404615
720575940604991264,,20.993782148266877
720575940604994336,,7.633624448597286
720575940604997152,,18.61316738225926
720575940604999526,,7.248371464604231
720575940605000550,,3.684200501239493
720575940605007206,,27.278501913900378
720575940605028017,,20.91169263567368
720575940605029036,,37.01170985872804
720575940605030316,,8.859959869485238
720575940605031084,,6.968181653455623
720575940605032550,,23.615084632967594
720575940605037996,,2.1
720575940605039788,,0.8299933065325821
720575940605060798,,23.239549622715725
720575940605078560,,36.888194437907764
720575940605083838,,16.075654470865775
720575940605102694,,45.15361435022549
720575940605113376,,14.330852498484987
720575940605154988,,14.379615201156579
720575940605171121,,1.6931233465600393
720575940605180337,,19.097440200776184
720575940605180849,,8.810410508786374
720575940605184102,,16.470040140273557
720575940605196465,,9.246260505379098
720575940605197745,,13.768764973260636
720575940605221065,,3.277024395528494
720575940605236866,,18.00320959039125
720575940605252041,,13.341664064126334
720575940605264305,,41.45439261003189
720575940605280201,,16.364460136391777
720575940605290441,,13.063775190281797
720575940605305777,,5.251983752196243
720575940605309361,,25.761318979344892
720575940605309542,,12.2267466373248
720575940605312945,,17.08751981222943
720575940605338290,,10.411318627126708
720575940605362610,,16.132231367324515
720575940605376800,,5.817979794472381
720575940605383526,,26.55426310197458
720575940605391136,,15.279943280872041
720575940605391794,,9.925052476771427
720575940605396926,,14.623573054793718
720575940605400096,,40.690375602427984
720575940605407846,,14.688771221582833
720575940605410592,,24.672972167040506
720575940605411104,,16.553750833773798
