flyid,name,vp3a_20Hz
720575940602564320,,11.103603018840326
720575940602605536,,10.387438995675925
720575940602977248,,52.145618757049526
720575940603050668,,13.002777481070042
720575940603111392,,6.8541147414446515
720575940603231916,,37.78302087799051
720575940603317216,,12.33067538927027
720575940603455846,,18.183661775218862
720575940603464672,,66.58094488832538
720575940603492012,,0.1795054935711501
720575940603556198,,1.5260697523012796
720575940603642982,,10.441849559451725
720575940603673120,,5.172577264338886
720575940603674656,,14.725224012632955
720575940603721248,,10.809255293497328
720575940603751782,,18.483506160899235
720575940603820716,,39.579736678704116
720575940603832288,,1.9689252567496478
720575940603882720,,13.932216861169893
720575940603883232,,18.65999880909845
720575940603885856,,6.370156111814598
720575940603899936,,0.6708203932499369
720575940603938238,,0.37267799624996495
720575940603984486,,11.30407989277421
720575940603985952,,52.60998004181336
720575940604008672,,12.788927502596403
720575940604050110,,12.345039489608771
720575940604093984,,16.83478541591784
720575940604103200,,11.949895397031725
720575940604126129,,4.096611065529925
720575940604131296,,14.022561186253467
720575940604132710,,26.049952015310893
720575940604284337,,0.6155395104206461
720575940604341216,,9.791152468768253
720575940604352172,,58.711431784808504
720575940604352689,,2.0965580258021848
720575940604398816,,38.50137082696609
720575940604402092,,20.392700219005384
720575940604403628,,10.234201917535577
720575940604407468,,34.83818148079616
720575940604414636,,15.21826388112506
720575940604418988,,1.390443574307614
720575940604431584,,37.013225864397285
720575940604456876,,12.248401256218434
720575940604466912,,21.863338161304544
720575940604470240,,5.204698731808489
720575940604478176,,16.997908368057786
720575940604479590,,23.274807553805182
720575940604493024,,25.617615467139448
720575940604500448,,4.214920587099543
720575940604552894,,4.964429026137402
720575940604557792,,21.612779141568588
720575940604568521,,8.73842090998139
720575940604569824,,7.125540915139941
720575940604620512,,8.363213098644167
720575940604626912,,11.36803510824198
720575940604630496,,20.61889640327263
720575940604663520,,29.317211478735302
720575940604682976,,3.137762826530322
720575940604690278,,0.5374838498865699
720575940604714208,,3.830433685918896
720575940604714464,,47.08427432687998
720575940604735660,,3.6147844564602556
720575940604737708,,0.6574360974438673
720575940604766153,,21.59549850213131
720575940604783136,,17.182031958479833
720575940604806345,,11.85842410365822
720575940604810016,,7.3907599970052695
720575940604833196,,15.348687964194927
720575940604860332,,6.284814149112836
720575940604874208,,28.262342436535583
720575940604880841,,6.0040726918391725
720575940604884396,,13.336874529747298
720575940604908972,,19.85547783358537
720575940604911793,,12.900473720845376
720575940604924606,,17.335769059631847
720575940604931249,,27.741585310784885
720575940604934572,,0.8537498983243798
720575940604935340,,6.785933162718956
720575940604941234,,14.205632685663812
720575940604961126,,21.933763926877667
720575940604961894,,12.870465760371259
720575940604962918,,16.068464629688663
720575940604963686,,16.624479941740535
720575940604963942,,14.580237766694113
720575940604974978,,15.24354143745985
720575940604978534,,8.133674856217617
720575940604985265,,8.70019156877211
720575940604991264,,20.219050422806706
720575940604994336,,7.536282608524945
720575940604997152,,18.015425489162215
720575940604999526,,7.292614224146388
