flyid,name,vp4_125Hz
720575940602564320,,38.9
720575940602605536,,36.0
720575940602977248,,180.86666666666667
720575940603050668,,45.0
720575940603111392,,23.066666666666666
720575940603231916,,129.16666666666666
720575940603317216,,42.7
720575940603455846,,62.63333333333333
720575940603464672,,231.33333333333334
720575940603556198,,2.933333333333333
720575940603642982,,35.9
720575940603673120,,17.533333333333335
720575940603674656,,50.56666666666667
720575940603721248,,37.03333333333333
720575940603751782,,63.96666666666667
720575940603820716,,136.76666666666668
720575940603832288,,5.966666666666667
720575940603882720,,48.0
720575940603883232,,64.03333333333333
720575940603885856,,21.566666666666666
720575940603899936,,0.5333333333333333
720575940603938238,,0.36666666666666664
720575940603984486,,38.5
720575940603985952,,180.43333333333334
720575940603988838,,0.06666666666666667
720575940604008672,,44.233333333333334
720575940604050110,,42.4
720575940604093984,,57.766666666666666
720575940604103200,,40.733333333333334
720575940604126129,,14.2
720575940604131296,,47.833333333333336
720575940604132710,,89.4
720575940604284337,,16.233333333333334
720575940604341216,,32.93333333333333
720575940604352172,,202.83333333333334
720575940604352689,,5.366666666666666
720575940604398816,,131.63333333333333
720575940604402092,,69.8
720575940604403628,,6.8
720575940604407468,,120.16666666666667
720575940604412588,,17.966666666666665
720575940604414636,,29.066666666666666
720575940604418988,,0.23333333333333334
720575940604431584,,127.33333333333333
720575940604456876,,41.333333333333336
720575940604466912,,74.9
720575940604470240,,18.066666666666666
720575940604478176,,58.2
720575940604479590,,79.5
720575940604493024,,88.06666666666666
720575940604500448,,14.166666666666666
720575940604552894,,17.033333333333335
720575940604557792,,73.93333333333334
720575940604568521,,29.833333333333332
720575940604569824,,22.166666666666668
720575940604620512,,28.933333333333334
720575940604626912,,38.8
720575940604630496,,71.46666666666667
720575940604663520,,101.4
720575940604682976,,10.766666666666667
720575940604690278,,0.7666666666666667
720575940604714208,,13.333333333333334
720575940604714464,,162.13333333333333
720575940604735660,,11.9
720575940604737708,,0.26666666666666666
720575940604766153,,74.16666666666667
720575940604783136,,65.36666666666666
720575940604806345,,40.733333333333334
720575940604808736,,25.5
720575940604810016,,26.233333333333334
720575940604833196,,52.7
720575940604860332,,21.0
720575940604874208,,96.96666666666667
720575940604880841,,18.566666666666666
720575940604884396,,46.03333333333333
720575940604908972,,64.8
720575940604911793,,41.96666666666667
720575940604924606,,59.833333333333336
720575940604931249,,95.6
720575940604934572,,1.1333333333333333
720575940604935340,,23.433333333333334
720575940604941234,,49.1
720575940604961126,,75.23333333333333
720575940604961894,,44.06666666666667
720575940604962918,,56.06666666666667
720575940604963686,,57.2
720575940604963942,,49.96666666666667
720575940604974978,,52.2
720575940604978534,,28.033333333333335
720575940604985265,,29.966666666666665
720575940604991264,,69.53333333333333
720575940604994336,,25.433333333333334
720575940604997152,,62.3
720575940604999526,,24.366666666666667
720575940605000550,,12.1
720575940605007206,,89.83333333333333
720575940605028017,,68.96666666666667
720575940605029036,,123.3
720575940605030316,,29.366666666666667
720575940605031084,,23.133333333333333
720575940605032550,,78.8
720575940605037996,,4.866666666666666
720575940605039788,,2.966666666666667
720575940605060798,,76.3
720575940605078560,,130.7
720575940605083838,,53.56666666666667
720575940605102694,,148.63333333333333
720575940605113376,,48.1
720575940605154988,,47.56666666666667
720575940605171121,,6.2
720575940605180337,,63.6
720575940605180849,,29.166666666666668
720575940605184102,,55.766666666666666
720575940605196465,,32.06666666666667
720575940605197745,,45.9
720575940605221065,,11.733333333333333
720575940605236866,,59.166666666666664
720575940605252041,,44.733333333333334
720575940605264305,,136.36666666666667
720575940605280201,,54.8
720575940605290441,,43.4
720575940605305777,,10.8
720575940605309361,,85.1
720575940605309542,,40.2
720575940605312945,,56.6
720575940605338290,,34.833333333333336
720575940605362610,,53.9
720575940605376800,,19.433333333333334
720575940605383526,,87.13333333333334
720575940605391136,,50.9
720575940605391794,,33.9
720575940605396926,,50.0
720575940605400096,,134.26666666666668
720575940605407846,,48.63333333333333
720575940605410592,,82.0
720575940605411104,,53.766666666666666
720575940605412738,,80.03333333333333
720575940605420902,,93.4
720575940605421442,,69.76666666666667
720575940605427134,,93.63333333333334
720575940605431840,,75.9
720575940605451552,,41.766666666666666
720575940605452064,,27.9
720575940605462961,,0.06666666666666667
720575940605480806,,29.2
720575940605488416,,51.733333333333334
720575940605494560,,6.666666666666667
720575940605507249,,39.06666666666667
720575940605513649,,2.6
720575940605520062,,20.033333333333335
720575940605528422,,55.36666666666667
720575940605530336,,1.2666666666666666
720575940605541920,,46.96666666666667
720575940605544370,,50.03333333333333
720575940605551038,,48.1
720575940605551718,,32.43333333333333
720575940605552742,,27.6
720575940605565886,,14.366666666666667
720575940605583136,,49.7
720575940605597216,,0.03333333333333333
720575940605597385,,0.03333333333333333
720575940605606274,,53.0
720575940605619744,,62.36666666666667
720575940605620670,,32.833333333333336
720575940605620926,,76.1
720575940605621024,,45.53333333333333
720575940605625376,,67.96666666666667
720575940605625958,,54.8
720575940605627057,,40.5
720575940605641830,,18.166666666666668
720575940605658033,,33.86666666666667
720575940605664446,,15.8
720575940605664702,,90.0
720575940605678368,,76.46666666666667
720575940605686886,,18.033333333333335
720575940605688608,,112.9
720575940605702065,,29.733333333333334
720575940605702944,,6.366666666666666
720575940605705650,,81.26666666666667
720575940605718449,,65.23333333333333
720575940605726385,,55.06666666666667
720575940605733042,,0.03333333333333333
720575940605742002,,26.1
720575940605758142,,274.3333333333333
720575940605777841,,0.43333333333333335
720575940605841074,,74.86666666666666
720575940605842656,,121.16666666666667
720575940605877728,,61.266666666666666
720575940605882336,,72.66666666666667
720575940605883569,,229.73333333333332
720575940605891040,,39.13333333333333
720575940605927904,,31.333333333333332
720575940605929394,,29.6
720575940605934001,,41.833333333333336
720575940605947569,,120.06666666666666
720575940605957809,,43.2
720575940605992369,,47.36666666666667
720575940605993649,,20.5
720575940605997257,,25.866666666666667
720575940606009801,,28.133333333333333
720575940606010057,,13.2
720575940606015154,,12.133333333333333
720575940606039241,,21.566666666666666
720575940606046892,,42.93333333333333
720575940606056905,,292.76666666666665
720575940606112940,,44.03333333333333
720575940606139308,,57.766666666666666
720575940606149321,,56.833333333333336
720575940606179686,,28.066666666666666
720575940606185858,,47.333333333333336
720575940606195657,,20.8
720575940606246334,,163.4
720575940606267659,,110.6
720575940606319794,,5.766666666666667
720575940606331996,,50.2
720575940606335106,,50.766666666666666
720575940606337312,,100.66666666666667
720575940606341250,,53.8
720575940606342089,,10.033333333333333
720575940606347394,,44.06666666666667
720575940606354633,,14.1
720575940606373321,,4.933333333333334
720575940606385440,,148.9
720575940606399068,,80.9
720575940606428850,,0.16666666666666666
720575940606436128,,79.86666666666666
720575940606452681,,52.833333333333336
720575940606453769,,39.9
720575940606454108,,55.766666666666666
720575940606464102,,0.23333333333333334
720575940606477660,,36.7
720575940606483467,,65.7
720575940606483723,,51.766666666666666
720575940606498313,,61.4
720575940606514878,,81.2
720575940606514889,,17.4
720575940606548914,,0.13333333333333333
720575940606549961,,50.2
720575940606563249,,31.066666666666666
720575940606573490,,30.133333333333333
720575940606590338,,172.03333333333333
720575940606602674,,33.266666666666666
720575940606611977,,29.8
720575940606621362,,53.2
720575940606633248,,0.03333333333333333
720575940606648608,,0.03333333333333333
720575940606649865,,101.26666666666667
720575940606662322,,61.833333333333336
720575940606663625,,51.7
720575940606664894,,183.3
720575940606667977,,48.333333333333336
720575940606675804,,59.36666666666667
720575940606679142,,40.03333333333333
720575940606680450,,26.4
720575940606687499,,83.43333333333334
720575940606700043,,20.833333333333332
720575940606705073,,82.03333333333333
720575940606715337,,68.13333333333334
720575940606722249,,283.06666666666666
720575940606725833,,60.266666666666666
720575940606726834,,41.46666666666667
720575940606729858,,38.53333333333333
720575940606730076,,30.833333333333332
720575940606731977,,0.03333333333333333
720575940606745289,,35.833333333333336
720575940606747593,,45.8
720575940606751922,,240.96666666666667
720575940606756030,,29.4
720575940606756785,,101.03333333333333
720575940606757041,,100.43333333333334
720575940606761161,,80.26666666666667
720575940606762686,,192.4
720575940606767806,,105.23333333333333
720575940606769609,,118.83333333333333
720575940606769854,,140.43333333333334
720575940606773705,,67.4
720575940606775654,,43.06666666666667
720575940606776962,,21.266666666666666
720575940606796722,,24.633333333333333
720575940606806473,,38.93333333333333
720575940606833794,,72.4
720575940606835401,,12.933333333333334
720575940606853250,,47.0
720575940606864341,,42.9
720575940606865330,,6.0
720575940606891221,,69.0
720575940606892162,,37.4
720575940606893186,,17.433333333333334
720575940606909195,,51.93333333333333
720575940606940425,,68.26666666666667
720575940606941397,,49.5
720575940606947714,,35.8
720575940606953858,,71.96666666666667
720575940606954114,,71.2
720575940606954507,,57.733333333333334
720575940606963586,,64.06666666666666
720575940606967682,,60.06666666666667
720575940606967730,,76.9
720575940606968450,,19.8
720575940606968962,,46.7
720575940606987906,,15.466666666666667
720575940606999682,,59.06666666666667
720575940607010825,,32.2
720575940607011458,,1.1
720575940607012482,,44.13333333333333
720575940607038386,,4.533333333333333
720575940607040881,,61.43333333333333
720575940607041154,,44.93333333333333
720575940607043202,,10.933333333333334
720575940607128412,,4.666666666666667
720575940607146162,,37.333333333333336
720575940607177906,,56.93333333333333
720575940607180722,,85.26666666666667
720575940607185074,,53.9
720575940607206066,,1.7666666666666666
720575940607208882,,66.13333333333334
720575940607227826,,52.63333333333333
720575940607233458,,20.066666666666666
720575940607249365,,35.1
720575940607280306,,47.46666666666667
720575940607280818,,42.7
720575940607310531,,36.93333333333333
720575940607337155,,65.4
720575940607337923,,63.43333333333333
720575940607343829,,0.5666666666666667
720575940607351747,,36.833333333333336
720575940607352003,,43.13333333333333
720575940607375881,,13.033333333333333
720575940607384242,,5.533333333333333
720575940607439964,,123.9
720575940607447491,,0.43333333333333335
720575940607451081,,60.166666666666664
720575940607471829,,28.633333333333333
720575940607484099,,95.2
