flyid,name,vp1l_5Hz
720575940604931249,vp1l_6,4.533333333333333
720575940611352014,,0.36666666666666664
720575940613203119,,0.23333333333333334
720575940613898449,,0.23333333333333334
720575940613941533,vp1l_7,4.466666666666667
720575940613942045,vp1l_8,4.8
720575940613942301,vp1l_9,5.166666666666667
720575940613942557,vp1l_10,5.2
720575940614871106,,1.2666666666666666
720575940614921501,vp1l_1,4.466666666666667
720575940617987113,vp1l_2,5.0
720575940620644446,vp1l_3,4.4
720575940622700749,vp1l_4,5.533333333333333
720575940625148174,vp1l_11,4.933333333333334
720575940625657928,vp1l_12,5.066666666666666
720575940626580361,vp1l_13,4.966666666666667
720575940628338028,,1.8
720575940651079158,vp1l_5,4.666666666666667
