flyid,name,vp5_15Hz
720575940602564320,,12.001897998048289
720575940602605536,,11.423611026680174
720575940602977248,,57.934292282051935
720575940603050668,,14.453334870848627
720575940603111392,,7.294518489934754
720575940603231916,,41.76872833432526
720575940603317216,,13.582832301597977
720575940603455846,,20.051600102402467
720575940603464672,,74.21755557518419
720575940603556198,,1.590248058916875
720575940603642982,,11.464970804827875
720575940603673120,,5.765895902247591
720575940603674656,,16.13006165173862
720575940603721248,,11.821825390165241
720575940603751782,,20.57398573171686
720575940603820716,,43.784878160793774
720575940603832288,,1.7767010628315236
720575940603882720,,15.526178609761715
720575940603883232,,20.520883671681066
720575940603885856,,6.897986823865512
720575940603899936,,0.40000000000000013
720575940603938238,,0.24944382578492943
720575940603984486,,12.345039489608771
720575940603985952,,58.14599441635397
720575940604008672,,13.987931306030289
720575940604050110,,13.544207453947077
720575940604093984,,18.5507112771691
720575940604103200,,13.073510112692254
720575940604126129,,4.48503685108111
720575940604131296,,15.326411481129199
720575940604132710,,28.704800218004575
720575940604284337,,0.24944382578492943
720575940604341216,,10.83205120618128
720575940604352172,,64.98137339952802
720575940604352689,,1.682920741515245
720575940604398816,,42.41016649604458
720575940604402092,,22.33196513221948
720575940604403628,,11.470202943084988
720575940604407468,,38.58577746038328
720575940604414636,,17.328364672473345
720575940604418988,,1.2297244497131146
720575940604431584,,41.01312797954658
720575940604456876,,13.691684418734688
720575940604466912,,24.038302768706448
720575940604470240,,5.505956370654925
720575940604478176,,18.661427836285437
720575940604479590,,25.48690295469856
720575940604493024,,28.15017268547783
720575940604500448,,4.447721014432247
720575940604552894,,5.339995838533542
720575940604557792,,23.714529067406943
720575940604568521,,9.553649680735747
720575940604569824,,7.474103439357942
720575940604620512,,9.195953216255264
720575940604626912,,12.515945385343008
720575940604630496,,22.753290360346174
720575940604663520,,32.35325846546733
720575940604682976,,3.684200501239493
720575940604690278,,0.17950549357115012
720575940604714208,,4.30258320340493
720575940604714464,,51.964827848587476
720575940604735660,,3.3605555096342825
720575940604737708,,0.17950549357115014
720575940604766153,,23.55298990220421
720575940604783136,,18.767702754111028
720575940604806345,,12.973006162369957
720575940604810016,,7.875489402782111
720575940604833196,,16.921386861996073
720575940604860332,,6.8541147414446515
720575940604874208,,31.579881077814218
720575940604880841,,6.024855922666441
720575940604884396,,14.696371434246391
720575940604908972,,21.718016074729807
720575940604911793,,14.176702327723783
720575940604924606,,19.266003448792613
720575940604931249,,30.689285137034748
720575940604934572,,0.5587684871413403
720575940604935340,,7.354817015625429
720575940604941234,,15.576370993698543
720575940604961126,,24.168413729953862
720575940604961894,,14.29253884607863
720575940604962918,,17.880343024300924
720575940604963686,,18.501321274138473
720575940604963942,,15.673934484430584
720575940604974978,,16.73067708000951
720575940604978534,,8.971807695962578
720575940604985265,,9.579144011862438
720575940604991264,,22.284124892448034
720575940604994336,,8.014154145427119
720575940604997152,,19.8075462611826
720575940604999526,,7.722190247735561
720575940605000550,,3.7281213618777063
720575940605007206,,28.95638482653217
720575940605028017,,22.31992134593867
720575940605029036,,40.17634738112574
720575940605030316,,9.442280797914595
720575940605031084,,7.344612537999083
720575940605032550,,24.969781737131783
720575940605037996,,2.2617593938249834
720575940605039788,,0.806225774829855
720575940605060798,,24.62990503883891
720575940605078560,,39.07725965599714
720575940605083838,,17.030332416668273
720575940605102694,,48.01121396784992
720575940605113376,,15.34785544193933
720575940605154988,,15.357806556348539
720575940605171121,,1.7220788470785988
720575940605180337,,20.369394252707227
720575940605180849,,9.304061239886352
720575940605184102,,17.6136310850432
720575940605196465,,9.736300917471459
720575940605197745,,14.709822870751669
720575940605221065,,3.4417372874110477
720575940605236866,,18.935563248965043
720575940605252041,,14.211927697849045
720575940605264305,,43.7864007300085
720575940605280201,,17.266698841668866
720575940605290441,,13.843129061820605
720575940605305777,,5.762811813689565
720575940605309361,,26.87958746376555
720575940605309542,,12.908610390829146
720575940605312945,,18.144604340317443
720575940605338290,,11.244801267944025
720575940605362610,,17.18086791236759
720575940605376800,,6.134510756549558
720575940605383526,,28.04393378651116
720575940605391136,,16.20634306546531
720575940605391794,,10.493437102409402
720575940605396926,,15.440063327446412
720575940605400096,,43.685492125215006
720575940605407846,,15.422926656982671
720575940605410592,,26.424841006564677
720575940605411104,,16.508449015243343
720575940605412738,,25.74870007506312
720575940605420902,,30.14933203608701
720575940605421442,,22.455115724979514
720575940605427134,,30.184635532373456
720575940605431840,,24.44633578541646
720575940605451552,,13.332499973956708
720575940605452064,,8.780027841008756
720575940605480806,,9.206821142802522
720575940605488416,,16.516523712802144
720575940605494560,,1.9821424996424672
720575940605507249,,12.453870438096299
720575940605513649,,1.1135528725660044
720575940605520062,,6.401735875699827
720575940605528422,,17.67059704707229
720575940605530336,,0.6531972647421808
720575940605541920,,14.815944864308257
720575940605544370,,15.959288483165185
720575940605551038,,15.439091798274779
720575940605551718,,10.254538290706
720575940605552742,,8.805869254839827
720575940605565886,,4.3797513881751575
720575940605583136,,15.524174696260024
720575940605606274,,17.04207212231606
720575940605619744,,20.059799489415532
720575940605620670,,10.385673893504562
720575940605620926,,24.488750251674517
720575940605621024,,14.42590262918292
720575940605625376,,21.79867478133068
720575940605625958,,18.33093923762046
720575940605627057,,13.01712547206777
720575940605641830,,5.71741977546593
720575940605658033,,11.15347479487895
720575940605664446,,4.971138926063345
720575940605664702,,28.938325222214687
720575940605678368,,24.623137267393222
720575940605686886,,5.618323197854993
720575940605688608,,35.838464748863835
720575940605702065,,9.46126606514982
720575940605702944,,2.4594488994262296
720575940605705650,,25.914903476999914
720575940605718449,,20.78100093835713
720575940605726385,,17.564357849539125
720575940605742002,,8.272377059964215
720575940605758142,,86.95199825190907
720575940605841074,,24.19357123057464
720575940605842656,,37.74182766580807
720575940605877728,,19.7789169459694
720575940605882336,,23.51018691735327
720575940605883569,,73.19687303582184
720575940605891040,,12.253842934633472
720575940605927904,,9.948813441254634
720575940605929394,,9.377040518675862
720575940605934001,,13.006878522108558
720575940605947569,,38.5515671968512
720575940605957809,,14.204889611992376
720575940605992369,,14.964736326889737
720575940605993649,,6.607739569794063
720575940605997257,,8.169659315622244
720575940606009801,,9.017513823419154
720575940606010057,,4.2085891011385534
720575940606015154,,3.887444176090793
720575940606039241,,7.236404877807458
720575940606046892,,12.142853408029303
720575940606056905,,94.53561351269808
720575940606112940,,14.25700607498721
720575940606139308,,18.478696442720796
720575940606149321,,17.646057161114868
720575940606179686,,9.219544457292887
720575940606185858,,15.06242565680132
720575940606195657,,6.804900195202474
720575940606246334,,52.337038085428134
720575940606267659,,35.44136001905119
720575940606319794,,1.8571184369578826
720575940606331996,,16.1692781395941
720575940606335106,,16.130199420135305
720575940606337312,,32.32283334665381
720575940606341250,,17.17310558855199
720575940606342089,,3.7340773068233784
720575940606347394,,14.213608502652193
720575940606354633,,4.552898954390366
720575940606373321,,1.6316317667360556
720575940606385440,,49.34634963421532
720575940606399068,,25.85394876351902
720575940606428850,,0.1795054935711501
720575940606436128,,25.463176026044618
720575940606452681,,17.04207212231606
720575940606453769,,12.73232980338721
720575940606454108,,17.72330543537394
720575940606464102,,0.17950549357115014
720575940606477660,,11.65542315357486
720575940606483467,,21.05308106245312
720575940606483723,,16.632665317247127
720575940606498313,,19.52149812101748
720575940606514878,,25.93669644002918
720575940606514889,,5.451299539253614
720575940606549961,,16.032467059064867
720575940606563249,,10.08541300867523
720575940606573490,,9.468309716569737
720575940606590338,,54.99717164444812
720575940606602674,,10.828768268931707
720575940606611977,,9.129987221604784
720575940606621362,,16.842274852947334
720575940606649865,,32.34810659064917
720575940606662322,,19.598299245937987
720575940606663625,,16.61204382368407
720575940606664894,,59.05742026950457
720575940606667977,,15.210413099803262
720575940606675804,,19.100930751027697
720575940606679142,,12.811279752190602
720575940606680450,,10.765634625459333
720575940606687499,,26.936654085712526
720575940606700043,,6.912468605514402
720575940606705073,,26.63122644983183
720575940606715337,,21.69905271869924
720575940606722249,,90.60367910116382
720575940606725833,,18.433664855367205
720575940606726834,,13.058160496622621
720575940606729858,,12.193850909372312
720575940606730076,,9.632179861738924
720575940606731977,,0.17950549357115014
720575940606745289,,11.476594539419008
720575940606747593,,14.614490525958589
720575940606751922,,77.18891687858361
720575940606756030,,9.396748846749546
720575940606756785,,33.07540207196614
720575940606757041,,32.40509219243173
720575940606761161,,25.6170299258564
720575940606762686,,62.432977397098945
720575940606767806,,33.67328317821118
720575940606769609,,38.42481836868805
720575940606769854,,44.948624994418786
720575940606773705,,21.65014754889419
720575940606775654,,13.931937729149126
720575940606776962,,5.288982258746319
720575940606796722,,7.854298186343576
720575940606806473,,12.174700543887448
720575940606833794,,23.29141472731959
720575940606835401,,3.8087618285561864
720575940606853250,,15.139536173725913
720575940606864341,,13.590192542172954
720575940606865330,,2.7848798098940564
720575940606891221,,22.08491189326626
720575940606892162,,11.681133887122813
720575940606893186,,5.426683046658326
720575940606909195,,16.554321355934697
720575940606940425,,21.949462154888643
720575940606941397,,15.744628713733878
720575940606947714,,11.353364650573365
720575940606953858,,23.51793641740987
720575940606954114,,22.702643017939565
720575940606954507,,18.512128156667696
720575940606963586,,20.611458517587305
720575940606967682,,19.43982167270746
720575940606967730,,24.520037157847504
720575940606968450,,6.268882586943936
720575940606968962,,14.9558238377786
720575940606987906,,4.917542294909341
720575940606999682,,18.851495667158318
720575940607010825,,10.31288298952119
720575940607011458,,0.45338235029118146
720575940607012482,,14.09665050838516
720575940607030281,,0.1795054935711501
720575940607038386,,1.1925695879998877
720575940607040881,,19.79407880037754
720575940607041154,,12.559016238897412
720575940607043202,,4.292629341868066
720575940607128412,,1.6918103387266026
720575940607146162,,11.990783497707264
720575940607177906,,18.324725251843628
720575940607180722,,27.30944077705649
720575940607185074,,17.20155031772815
720575940607206066,,0.6046119049072352
720575940607208882,,21.091757210394356
720575940607227826,,16.292602274924928
720575940607233458,,6.429532556017496
720575940607249365,,11.114804941558305
720575940607280306,,15.28557780683769
720575940607280818,,13.544207453947077
720575940607310531,,11.675282532864985
720575940607337155,,20.9231663208246
720575940607337923,,20.094664853028917
720575940607343829,,0.1795054935711501
720575940607351747,,11.692400190817205
720575940607352003,,13.856246084548136
720575940607375881,,4.061882431692096
720575940607384242,,1.5205992970609392
720575940607439964,,39.63915011982753
720575940607447491,,0.3958114029012639
720575940607451081,,19.10442066352416
720575940607471829,,8.94576249777886
720575940607484099,,30.56075915287446
720575940607539907,,1.1742609969205693
720575940607626453,,10.048991104694155
720575940607667723,,22.172956501107382
720575940607674563,,8.669807123319154
720575940607687260,,23.74812273282529
720575940607715420,,16.73137438732661
720575940607721923,,12.094305363360982
720575940607722179,,11.353364650573365
720575940607763467,,8.887944394265501
720575940607774044,,4.157990967870047
720575940607792139,,14.495248263559413
720575940607793675,,13.91996966791076
720575940607804939,,10.93292682171105
720575940607809547,,22.551176367443798
720575940607814492,,30.262848511004382
720575940607828233,,7.064858259174223
720575940607869788,,13.26017429079355
720575940607896265,,22.650508946943237
720575940607896843,,6.565989812832656
720575940607900867,,28.101403681825023
720575940607930716,,7.765235919718658
720575940607932885,,12.960452666991742
720575940607935154,,14.140603476042552
720575940607948483,,11.353364650573365
720575940607971908,,18.944040399731698
720575940607978820,,13.070917675851565
720575940607981636,,15.580650392928616
720575940607982428,,5.81033561853358
720575940607984651,,17.306902925968267
720575940607993668,,12.64489356749725
720575940608027915,,4.063933507767512
720575940608059484,,35.22852379661812
720575940608071435,,24.1047713119208
720575940608074370,,0.8439325934114774
720575940608098261,,2.8394052585395806
720575940608116316,,0.458257569495584
720575940608124338,,76.24761562756497
720575940608130606,,23.177479490996333
720575940608140380,,0.989388138643722
720575940608144732,,12.559591288466887
720575940608145877,,23.020184379993328
720575940608152021,,8.32059025684009
720575940608158300,,20.21671475674412
720575940608158677,,7.758865896508329
720575940608168028,,0.1795054935711501
720575940608176452,,22.382557693187987
720575940608176514,,11.426868920808245
720575940608177929,,19.598299245937987
720575940608177988,,8.07747210181227
720575940608186498,,3.6178569469907025
720575940608188427,,32.106783637660676
720575940608192860,,24.965220251826782
720575940608199748,,57.40469396215686
720575940608200713,,31.317655652292295
720575940608207317,,7.003491192890078
720575940608214281,,13.844373104863458
720575940608235529,,26.331666613920714
720575940608237065,,13.81179045437468
720575940608241365,,69.63690751956815
720575940608252082,,66.51733274534958
720575940608285570,,24.632611626775503
720575940608286556,,10.656297042906916
720575940608293129,,84.31863508277529
720575940608295032,,12.89340916902896
720575940608328387,,8.073344343510245
720575940608328713,,12.133562268902457
720575940608336514,,3.5747571790107484
720575940608336907,,0.5374838498865699
720575940608339209,,4.323578764557589
720575940608341806,,40.87663010680906
720575940608344331,,17.331923019548512
720575940608344412,,22.999251195540158
720575940608345778,,81.13155297964467
720575940608345867,,6.32639971337042
720575940608362418,,47.905044967449236
720575940608363844,,5.110011959107554
720575940608364124,,39.789850743904815
720575940608368818,,10.9085084019565
720575940608379915,,16.464406052653906
