flyid,name,vp1l_50Hz
720575940602564320,,36.7
720575940602605536,,34.833333333333336
720575940602977248,,174.96666666666667
720575940603050668,,43.13333333333333
720575940603111392,,22.166666666666668
720575940603231916,,124.93333333333334
720575940603317216,,40.56666666666667
720575940603455846,,60.43333333333333
720575940603464672,,223.56666666666666
720575940603492012,,0.03333333333333333
720575940603556198,,4.3
720575940603642982,,34.43333333333333
720575940603673120,,17.2
720575940603674656,,48.7
720575940603721248,,35.733333333333334
720575940603751782,,61.8
720575940603820716,,131.63333333333333
720575940603832288,,5.5
720575940603882720,,46.13333333333333
720575940603883232,,61.6
720575940603885856,,21.3
720575940603899936,,1.0
720575940603938238,,0.4666666666666667
720575940603984486,,37.03333333333333
720575940603985952,,174.4
720575940603988838,,0.03333333333333333
720575940604008672,,42.63333333333333
720575940604050110,,40.9
720575940604093984,,55.7
720575940604103200,,39.1
720575940604126129,,13.266666666666667
720575940604131296,,46.1
720575940604132710,,86.2
720575940604284337,,0.5
720575940604341216,,32.266666666666666
720575940604352172,,196.8
720575940604352689,,5.366666666666666
720575940604398816,,127.2
720575940604402092,,67.4
720575940604403628,,28.333333333333332
720575940604407468,,116.23333333333333
720575940604412588,,0.26666666666666666
720575940604414636,,47.86666666666667
720575940604418988,,2.433333333333333
720575940604431584,,122.63333333333334
720575940604456876,,40.666666666666664
720575940604466912,,72.23333333333333
720575940604470240,,17.566666666666666
720575940604478176,,56.3
720575940604479590,,76.6
720575940604493024,,84.83333333333333
720575940604500448,,13.666666666666666
720575940604552894,,16.166666666666668
720575940604557792,,71.56666666666666
720575940604568521,,29.033333333333335
720575940604569824,,22.633333333333333
720575940604620512,,27.8
720575940604626912,,37.46666666666667
720575940604630496,,69.03333333333333
720575940604663520,,97.73333333333333
720575940604682976,,10.166666666666666
720575940604690278,,0.36666666666666664
720575940604714208,,12.8
720575940604714464,,157.3
720575940604735660,,10.366666666666667
720575940604737708,,0.6
720575940604766153,,71.73333333333333
720575940604783136,,56.13333333333333
720575940604806345,,39.2
720575940604810016,,24.366666666666667
720575940604833196,,50.9
720575940604860332,,20.833333333333332
720575940604874208,,94.4
720575940604880841,,18.8
720575940604884396,,44.233333333333334
720575940604908972,,65.53333333333333
720575940604911793,,42.1
720575940604924606,,57.6
720575940604931249,vp1l_6,146.23333333333332
720575940604934572,,1.2
720575940604935340,,21.866666666666667
720575940604941234,,47.733333333333334
720575940604961126,,73.33333333333333
720575940604961894,,42.6
720575940604962918,,53.93333333333333
720575940604963686,,55.43333333333333
720575940604963942,,48.166666666666664
720575940604974978,,50.4
720575940604978534,,27.2
720575940604985265,,28.966666666666665
720575940604991264,,66.8
720575940604994336,,24.466666666666665
720575940604997152,,60.233333333333334
720575940604999526,,23.733333333333334
720575940605000550,,12.166666666666666
720575940605007206,,87.6
720575940605028017,,66.36666666666666
720575940605029036,,121.73333333333333
720575940605030316,,28.333333333333332
720575940605031084,,22.3
720575940605032550,,76.23333333333333
720575940605037996,,6.3
720575940605039788,,2.1666666666666665
720575940605060798,,73.83333333333333
720575940605078560,,118.6
720575940605083838,,51.6
720575940605102694,,143.23333333333332
720575940605113376,,46.53333333333333
720575940605154988,,46.03333333333333
720575940605171121,,5.133333333333334
720575940605180337,,61.766666666666666
720575940605180849,,28.066666666666666
720575940605184102,,53.06666666666667
720575940605196465,,30.1
720575940605197745,,44.36666666666667
720575940605221065,,10.433333333333334
720575940605236866,,57.2
720575940605252041,,42.96666666666667
720575940605264305,,131.4
720575940605280201,,52.766666666666666
720575940605290441,,42.0
720575940605305777,,17.666666666666668
720575940605309361,,82.0
720575940605309542,,38.86666666666667
720575940605312945,,54.56666666666667
720575940605338290,,33.86666666666667
720575940605362610,,52.166666666666664
720575940605376800,,18.533333333333335
720575940605383526,,84.16666666666667
720575940605391136,,49.03333333333333
720575940605391794,,31.933333333333334
720575940605396926,,47.36666666666667
720575940605400096,,131.33333333333334
720575940605407846,,46.9
720575940605410592,,79.36666666666666
720575940605411104,,51.1
720575940605412738,,77.13333333333334
720575940605420902,,90.63333333333334
720575940605421442,,67.33333333333333
720575940605427134,,90.76666666666667
720575940605431840,,73.4
720575940605451552,,40.4
720575940605452064,,26.333333333333332
720575940605462961,,0.03333333333333333
720575940605480806,,27.933333333333334
720575940605488416,,50.1
720575940605494560,,4.433333333333334
720575940605507249,,37.733333333333334
720575940605513649,,2.4
720575940605520062,,19.133333333333333
720575940605528422,,53.36666666666667
720575940605530336,,0.8666666666666667
720575940605541920,,45.166666666666664
720575940605544370,,48.46666666666667
720575940605551038,,46.4
720575940605551718,,31.4
720575940605552742,,26.6
720575940605565886,,13.5
720575940605583136,,48.3
720575940605606274,,51.13333333333333
720575940605619744,,60.4
720575940605620670,,31.233333333333334
720575940605620926,,73.6
720575940605621024,,43.766666666666666
