flyid,name,vp1d_15Hz
720575940602564320,,35.8
720575940602605536,,33.233333333333334
720575940602977248,,166.33333333333334
720575940603050668,,41.333333333333336
720575940603111392,,21.2
720575940603231916,,119.6
720575940603317216,,39.333333333333336
720575940603455846,,57.733333333333334
720575940603464672,,213.2
720575940603556198,,4.066666666666666
720575940603642982,,33.13333333333333
720575940603673120,,16.4
720575940603674656,,46.733333333333334
720575940603721248,,34.266666666666666
720575940603751782,,59.03333333333333
720575940603820716,vp1d_1,185.2
720575940603832288,,5.033333333333333
720575940603882720,,44.53333333333333
720575940603883232,,59.4
720575940603885856,,20.366666666666667
720575940603899936,,0.6
720575940603938238,,0.4
720575940603984486,,35.6
720575940603985952,,167.2
720575940603988838,,0.03333333333333333
720575940604008672,,40.63333333333333
720575940604050110,,39.2
720575940604088288,,0.1
720575940604093984,,53.2
720575940604103200,,37.833333333333336
720575940604126129,,12.9
720575940604131296,,44.266666666666666
720575940604132710,,82.53333333333333
720575940604284337,,0.5666666666666667
720575940604341216,,31.066666666666666
720575940604352172,,188.1
720575940604352689,,5.0
720575940604398816,,122.13333333333334
720575940604402092,,64.56666666666666
720575940604403628,,28.966666666666665
720575940604407468,,110.9
720575940604414636,,47.36666666666667
720575940604418988,,2.7666666666666666
720575940604431584,,117.73333333333333
720575940604456876,,38.733333333333334
720575940604466912,,69.23333333333333
720575940604470240,,16.433333333333334
720575940604478176,,53.86666666666667
720575940604479590,,73.4
720575940604493024,,81.13333333333334
720575940604500448,,13.233333333333333
720575940604552894,,15.6
720575940604557792,,68.6
720575940604568521,,27.7
720575940604569824,,20.633333333333333
720575940604620512,,26.6
720575940604626912,,35.766666666666666
720575940604630496,,65.83333333333333
720575940604663520,,93.16666666666667
720575940604682976,,9.7
720575940604690278,,0.13333333333333333
720575940604714208,,12.266666666666667
720575940604714464,,149.76666666666668
720575940604735660,,9.633333333333333
720575940604737708,,0.3333333333333333
720575940604766153,,68.56666666666666
720575940604770249,,0.03333333333333333
720575940604783136,,54.13333333333333
720575940604806345,,37.7
720575940604808736,,0.03333333333333333
720575940604810016,,22.8
720575940604833196,,48.833333333333336
720575940604860332,,19.8
720575940604874208,,92.76666666666667
720575940604880841,,18.3
720575940604884396,,42.6
720575940604908972,,62.766666666666666
720575940604911793,,40.1
720575940604924606,,55.333333333333336
720575940604931249,,88.06666666666666
720575940604934572,,1.0
720575940604935340,,23.2
720575940604941234,,45.3
720575940604961126,,69.73333333333333
720575940604961894,,40.833333333333336
720575940604962918,,51.56666666666667
720575940604963686,,53.333333333333336
720575940604963942,,45.8
720575940604974978,,48.166666666666664
720575940604978534,,26.133333333333333
720575940604985265,,27.733333333333334
720575940604991264,,64.06666666666666
720575940604994336,,23.266666666666666
720575940604997152,,57.666666666666664
720575940604999526,,22.7
720575940605000550,,11.533333333333333
720575940605007206,,83.93333333333334
720575940605028017,,63.733333333333334
720575940605029036,,114.66666666666667
720575940605030316,,27.0
720575940605031084,,21.2
720575940605032550,,72.46666666666667
720575940605037996,,5.8
720575940605039788,,2.0
720575940605060798,,70.76666666666667
720575940605078560,,113.06666666666666
720575940605083838,,49.53333333333333
720575940605102694,,137.23333333333332
720575940605113376,,44.46666666666667
720575940605154988,,43.5
720575940605171121,,4.766666666666667
720575940605180337,,58.86666666666667
720575940605180849,,26.966666666666665
720575940605184102,,51.13333333333333
720575940605196465,,29.033333333333335
720575940605197745,,42.2
720575940605221065,,10.133333333333333
720575940605236866,,54.6
720575940605252041,,41.1
720575940605264305,vp1d_2,185.46666666666667
720575940605280201,,50.56666666666667
720575940605290441,,40.13333333333333
720575940605305777,,16.5
720575940605309361,,78.8
720575940605309542,,37.1
720575940605312945,,52.46666666666667
720575940605338290,,32.03333333333333
720575940605362610,,49.9
720575940605376800,,17.833333333333332
720575940605383526,,80.4
720575940605391136,,47.06666666666667
720575940605391794,,30.5
720575940605396926,,45.5
720575940605400096,,125.8
720575940605407846,,44.53333333333333
720575940605410592,,75.33333333333333
720575940605411104,,48.5
720575940605412738,,73.86666666666666
720575940605420902,,85.93333333333334
720575940605421442,,64.56666666666666
720575940605427134,,87.03333333333333
720575940605431840,,70.1
720575940605451552,,38.63333333333333
720575940605452064,,25.466666666666665
720575940605462961,,0.06666666666666667
720575940605480806,,26.8
720575940605488416,,47.9
720575940605494560,,4.433333333333334
720575940605507249,,36.0
720575940605513649,,2.3666666666666667
720575940605520062,,18.2
720575940605528422,,51.166666666666664
720575940605530336,,1.4
720575940605541920,,43.233333333333334
720575940605544370,,45.9
720575940605551038,,44.5
720575940605551718,,29.933333333333334
720575940605552742,,25.533333333333335
720575940605565886,,12.8
720575940605583136,,45.8
720575940605606274,,48.96666666666667
720575940605619744,,57.766666666666666
720575940605620670,,30.2
720575940605620926,,70.63333333333334
720575940605621024,,42.166666666666664
720575940605625376,,62.86666666666667
720575940605625958,,52.56666666666667
720575940605627057,,37.56666666666667
720575940605641830,,16.4
720575940605658033,,31.433333333333334
720575940605664446,,14.433333333333334
720575940605664702,,83.13333333333334
720575940605678368,,70.53333333333333
720575940605686886,,16.533333333333335
720575940605688608,,104.7
720575940605702065,,27.433333333333334
720575940605702944,,7.1
720575940605705650,,75.0
720575940605718449,,60.5
720575940605726385,,51.1
720575940605742002,,24.1
720575940605758142,,252.26666666666668
720575940605777841,,0.06666666666666667
720575940605841074,,69.0
720575940605842656,,110.46666666666667
720575940605877728,,56.6
720575940605882336,,66.8
720575940605883569,,212.23333333333332
720575940605891040,,35.9
720575940605927904,,28.9
720575940605929394,,27.266666666666666
720575940605934001,,38.06666666666667
720575940605947569,,110.66666666666667
720575940605957809,,40.6
720575940605992369,,43.3
720575940605993649,,18.933333333333334
720575940605997257,,23.7
720575940606009801,,27.0
720575940606010057,,11.766666666666667
720575940606015154,,10.966666666666667
720575940606039241,,20.8
720575940606046892,,37.2
720575940606056905,,271.23333333333335
720575940606112940,,40.56666666666667
720575940606139308,,53.2
720575940606149321,,51.666666666666664
720575940606179686,,26.866666666666667
720575940606185858,,43.1
720575940606195657,,20.466666666666665
720575940606246334,,150.4
720575940606267659,,101.96666666666667
720575940606319794,,4.933333333333334
720575940606331996,,46.266666666666666
720575940606335106,,46.8
720575940606337312,,93.23333333333333
720575940606341250,,49.8
720575940606342089,,10.033333333333333
720575940606347394,,40.7
720575940606354633,,12.4
720575940606373321,,4.8
720575940606385440,,142.73333333333332
720575940606399068,,74.7
720575940606428850,,0.3333333333333333
720575940606436128,,74.03333333333333
720575940606452681,,48.6
720575940606453769,,36.7
720575940606454108,,51.4
720575940606464102,,0.13333333333333333
720575940606477660,,33.93333333333333
720575940606483467,,60.43333333333333
720575940606483723,,48.0
720575940606498313,,56.4
720575940606514878,,74.86666666666666
720575940606514889,,15.666666666666666
720575940606548914,,0.06666666666666667
720575940606549961,,46.46666666666667
720575940606563249,,28.766666666666666
720575940606573490,,26.5
720575940606590338,,158.9
720575940606602674,,30.766666666666666
720575940606611977,,26.866666666666667
720575940606621362,,49.06666666666667
720575940606649865,,93.13333333333334
720575940606662322,,57.13333333333333
720575940606663625,,48.06666666666667
720575940606664894,,170.03333333333333
720575940606667977,,44.53333333333333
720575940606675804,,54.63333333333333
720575940606679142,,37.53333333333333
720575940606680450,,31.033333333333335
720575940606687499,,77.1
720575940606700043,,20.333333333333332
720575940606705073,,75.83333333333333
720575940606715337,,62.63333333333333
720575940606722249,,261.06666666666666
720575940606725833,,54.1
720575940606726834,,36.733333333333334
720575940606729858,,35.666666666666664
720575940606730076,,28.166666666666668
720575940606745289,,32.96666666666667
720575940606747593,,42.56666666666667
720575940606751922,,222.23333333333332
720575940606756030,,27.6
720575940606756785,,95.76666666666667
720575940606757041,,93.16666666666667
720575940606761161,,74.1
720575940606762686,,178.83333333333334
720575940606767806,,97.33333333333333
720575940606769609,,109.73333333333333
720575940606769854,,130.2
720575940606773705,,62.06666666666667
