flyid,name,vp1l_10Hz
720575940604931249,vp1l_6,9.7
720575940605029036,,0.03333333333333333
720575940611352014,,5.933333333333334
720575940613203119,,5.033333333333333
720575940613898449,,4.7
720575940613941533,vp1l_7,10.4
720575940613942045,vp1l_8,10.0
720575940613942301,vp1l_9,10.1
720575940613942557,vp1l_10,10.966666666666667
720575940614871106,,9.866666666666667
720575940614921501,vp1l_1,10.666666666666666
720575940617987113,vp1l_2,11.233333333333333
720575940620644446,vp1l_3,9.6
720575940622700749,vp1l_4,9.266666666666667
720575940623000858,,0.06666666666666667
720575940623237161,,0.03333333333333333
720575940623264906,,0.03333333333333333
720575940623788040,,0.03333333333333333
720575940624684531,,0.5666666666666667
720575940625007949,,0.03333333333333333
720575940625148174,vp1l_11,9.9
720575940625657928,vp1l_12,10.2
720575940626580361,vp1l_13,9.933333333333334
720575940626584719,,1.2333333333333334
720575940627679765,,0.43333333333333335
720575940628338028,,11.8
720575940628609579,,0.03333333333333333
720575940631497078,,0.03333333333333333
720575940632795532,,0.03333333333333333
720575940635229335,,0.03333333333333333
720575940638128474,,0.03333333333333333
720575940651079158,vp1l_5,9.666666666666666
