flyid,name,vp3a_20Hz
720575940602564320,,24.1
720575940602605536,,22.633333333333333
720575940602977248,,115.03333333333333
720575940603050668,,28.166666666666668
720575940603111392,,14.566666666666666
720575940603231916,,82.9
720575940603317216,,26.766666666666666
720575940603455846,,39.766666666666666
720575940603464672,,146.66666666666666
720575940603492012,,0.03333333333333333
720575940603556198,,2.2666666666666666
720575940603642982,,22.633333333333333
720575940603673120,,11.333333333333334
720575940603674656,,31.966666666666665
720575940603721248,,23.4
720575940603751782,,40.4
720575940603820716,,87.33333333333333
720575940603832288,,3.3
720575940603882720,,30.4
720575940603883232,,40.93333333333333
720575940603885856,,13.766666666666667
720575940603899936,,0.5
720575940603938238,,0.16666666666666666
720575940603984486,,24.533333333333335
720575940603985952,,115.7
720575940604008672,,27.9
720575940604050110,,27.0
720575940604093984,,36.7
720575940604103200,,26.0
720575940604126129,,8.866666666666667
720575940604131296,,30.633333333333333
720575940604132710,,57.0
720575940604284337,,0.43333333333333335
720575940604341216,,21.0
720575940604352172,,129.03333333333333
720575940604352689,,3.2666666666666666
720575940604398816,,84.33333333333333
720575940604402092,,44.733333333333334
720575940604403628,,26.833333333333332
720575940604407468,,76.36666666666666
720575940604414636,,32.93333333333333
720575940604418988,,2.0
720575940604431584,,81.43333333333334
720575940604456876,,26.9
720575940604466912,,47.833333333333336
720575940604470240,,11.333333333333334
720575940604478176,,37.06666666666667
720575940604479590,,50.5
720575940604493024,,56.266666666666666
720575940604500448,,9.033333333333333
720575940604552894,,10.766666666666667
720575940604557792,,47.43333333333333
720575940604568521,,18.8
720575940604569824,,15.4
720575940604620512,,18.3
720575940604626912,,24.633333333333333
720575940604630496,,45.166666666666664
720575940604663520,,64.36666666666666
720575940604682976,,6.566666666666666
720575940604690278,,0.6666666666666666
720575940604714208,,8.166666666666666
720575940604714464,,103.26666666666667
720575940604735660,,7.0
720575940604737708,,0.36666666666666664
720575940604766153,,47.03333333333333
720575940604783136,,37.666666666666664
720575940604806345,,25.666666666666668
720575940604810016,,15.9
720575940604833196,,33.53333333333333
720575940604860332,,13.633333333333333
720575940604874208,,62.2
720575940604880841,,12.533333333333333
720575940604884396,,29.166666666666668
720575940604908972,,43.4
720575940604911793,,28.333333333333332
720575940604924606,,38.06666666666667
720575940604931249,,61.06666666666667
720575940604934572,,0.7333333333333333
720575940604935340,,14.533333333333333
720575940604941234,,31.0
720575940604961126,,48.1
720575940604961894,,28.133333333333333
720575940604962918,,35.266666666666666
720575940604963686,,36.6
720575940604963942,,31.5
720575940604974978,,33.63333333333333
720575940604978534,,17.9
720575940604985265,,18.8
720575940604991264,,44.3
720575940604994336,,16.266666666666666
720575940604997152,,39.333333333333336
720575940604999526,,15.533333333333333
720575940605000550,,7.833333333333333
720575940605007206,,57.666666666666664
720575940605028017,,43.8
720575940605029036,,79.2
720575940605030316,,18.533333333333335
720575940605031084,,14.633333333333333
720575940605032550,,50.1
720575940605037996,,3.7666666666666666
720575940605039788,,1.2333333333333334
720575940605060798,,48.833333333333336
720575940605078560,,77.53333333333333
720575940605083838,,33.833333333333336
720575940605102694,,94.83333333333333
720575940605113376,,30.4
720575940605154988,,29.966666666666665
720575940605171121,,3.2333333333333334
720575940605180337,,40.233333333333334
720575940605180849,,18.466666666666665
720575940605184102,,34.833333333333336
720575940605196465,,19.533333333333335
720575940605197745,,29.066666666666666
720575940605221065,,6.9
720575940605236866,,37.833333333333336
720575940605252041,,28.133333333333333
720575940605264305,,86.9
720575940605280201,,34.63333333333333
720575940605290441,,27.5
720575940605305777,,11.233333333333333
720575940605309361,,53.766666666666666
720575940605309542,,25.866666666666667
720575940605312945,,35.93333333333333
720575940605338290,,22.033333333333335
720575940605362610,,34.13333333333333
720575940605376800,,12.0
720575940605383526,,55.833333333333336
720575940605391136,,32.53333333333333
720575940605391794,,20.766666666666666
720575940605396926,,30.866666666666667
720575940605400096,,85.96666666666667
