flyid,name,vp3a_15Hz
720575940602564320,,7.6
720575940602605536,,7.166666666666667
720575940602977248,,36.5
720575940603050668,,9.0
720575940603111392,,4.6
720575940603231916,,26.6
720575940603317216,,8.6
720575940603455846,,12.7
720575940603464672,,47.0
720575940603556198,,0.8
720575940603642982,,7.2
720575940603673120,,3.566666666666667
720575940603674656,,10.2
720575940603721248,,7.433333333333334
720575940603751782,,12.933333333333334
720575940603820716,,28.033333333333335
720575940603832288,,0.9333333333333333
720575940603882720,,9.8
720575940603883232,,13.166666666666666
720575940603885856,,4.266666666666667
720575940603899936,,0.1
720575940603938238,,0.1
720575940603984486,,7.833333333333333
720575940603985952,,37.2
720575940604008672,,8.9
720575940604050110,,8.633333333333333
720575940604093984,,11.733333333333333
720575940604103200,,8.333333333333334
720575940604126129,,2.8
720575940604131296,,9.766666666666667
720575940604132710,,18.333333333333332
720575940604284337,,0.06666666666666667
720575940604341216,,6.6
720575940604352172,,41.333333333333336
720575940604352689,,1.1666666666666667
720575940604398816,,27.166666666666668
720575940604402092,,14.333333333333334
720575940604403628,,9.333333333333334
720575940604407468,,24.266666666666666
720575940604414636,,10.266666666666667
720575940604418988,,0.43333333333333335
720575940604431584,,26.266666666666666
720575940604456876,,8.7
720575940604466912,,15.333333333333334
720575940604470240,,3.566666666666667
720575940604478176,,11.8
720575940604479590,,16.133333333333333
720575940604493024,,18.1
720575940604500448,,2.8
720575940604552894,,3.3666666666666667
720575940604557792,,15.2
720575940604568521,,5.966666666666667
720575940604569824,,5.066666666666666
720575940604620512,,5.833333333333333
720575940604626912,,7.9
720575940604630496,,14.433333333333334
720575940604663520,,20.633333333333333
720575940604682976,,2.0
720575940604690278,,0.3333333333333333
720575940604714208,,2.6
720575940604714464,,33.2
720575940604735660,,2.1666666666666665
720575940604737708,,0.06666666666666667
720575940604766153,,15.033333333333333
720575940604770249,,0.03333333333333333
720575940604783136,,11.966666666666667
720575940604806345,,8.166666666666666
720575940604810016,,5.033333333333333
720575940604833196,,10.733333333333333
720575940604860332,,4.366666666666666
720575940604874208,,20.0
720575940604880841,,4.0
720575940604884396,,9.3
720575940604908972,,13.866666666666667
720575940604911793,,9.033333333333333
720575940604924606,,12.3
720575940604931249,,19.5
720575940604934572,,0.13333333333333333
720575940604935340,,4.6
720575940604941234,,9.9
720575940604961126,,15.366666666666667
720575940604961894,,8.933333333333334
720575940604962918,,11.3
720575940604963686,,11.733333333333333
720575940604963942,,10.033333333333333
720575940604974978,,10.766666666666667
720575940604978534,,5.766666666666667
720575940604985265,,5.9
720575940604991264,,14.166666666666666
720575940604994336,,5.166666666666667
720575940604997152,,12.5
720575940604999526,,4.833333333333333
720575940605000550,,2.4
720575940605007206,,18.5
720575940605028017,,14.033333333333333
720575940605029036,,25.0
720575940605030316,,5.966666666666667
720575940605031084,,4.666666666666667
720575940605032550,,15.833333333333334
720575940605037996,,1.3
720575940605039788,,0.3333333333333333
720575940605060798,,15.7
720575940605078560,,24.833333333333332
720575940605083838,,10.8
720575940605102694,,30.533333333333335
720575940605113376,,9.6
720575940605154988,,9.6
720575940605171121,,1.0
720575940605180337,,12.766666666666667
720575940605180849,,5.9
720575940605184102,,11.066666666666666
720575940605196465,,6.2
720575940605197745,,9.233333333333333
720575940605221065,,2.1666666666666665
720575940605236866,,12.133333333333333
720575940605252041,,9.0
720575940605264305,,28.0
720575940605280201,,10.933333333333334
720575940605290441,,8.733333333333333
720575940605305777,,3.5
720575940605309361,,17.233333333333334
720575940605309542,,8.2
720575940605312945,,11.5
720575940605338290,,6.933333333333334
720575940605362610,,10.866666666666667
720575940605376800,,3.8666666666666667
720575940605383526,,17.933333333333334
720575940605391136,,10.3
720575940605391794,,6.6
720575940605396926,,9.866666666666667
720575940605400096,,27.4
720575940605407846,,9.8
720575940605410592,,16.666666666666668
720575940605411104,,11.2
720575940605412738,,16.366666666666667
720575940605420902,,19.0
720575940605421442,,14.266666666666667
720575940605427134,,19.066666666666666
720575940605431840,,15.466666666666667
720575940605451552,,8.466666666666667
720575940605452064,,5.433333333333334
720575940605480806,,5.9
720575940605488416,,10.366666666666667
720575940605494560,,1.2
720575940605507249,,7.933333333333334
720575940605513649,,0.4
720575940605520062,,4.0
720575940605528422,,11.133333333333333
720575940605530336,,0.06666666666666667
720575940605541920,,9.333333333333334
720575940605544370,,10.1
720575940605551038,,9.966666666666667
720575940605551718,,6.5
720575940605552742,,5.566666666666666
720575940605565886,,2.8
720575940605583136,,9.833333333333334
720575940605606274,,10.733333333333333
720575940605619744,,12.666666666666666
720575940605620670,,6.566666666666666
720575940605620926,,15.6
720575940605621024,,9.333333333333334
720575940605625376,,13.8
720575940605625958,,11.766666666666667
720575940605627057,,8.166666666666666
720575940605641830,,3.533333333333333
720575940605658033,,7.033333333333333
720575940605664446,,3.066666666666667
720575940605664702,,18.466666666666665
720575940605678368,,15.566666666666666
720575940605686886,,3.566666666666667
720575940605688608,,22.666666666666668
720575940605702065,,6.033333333333333
720575940605702944,,1.2666666666666666
720575940605705650,,16.7
720575940605718449,,13.433333333333334
720575940605726385,,11.166666666666666
720575940605742002,,5.2
720575940605758142,,55.06666666666667
720575940605777841,,0.03333333333333333
720575940605841074,,15.4
720575940605842656,,24.7
720575940605877728,,12.5
720575940605882336,,14.8
720575940605883569,,46.733333333333334
720575940605891040,,7.766666666666667
720575940605927904,,6.2
720575940605929394,,5.9
720575940605934001,,8.233333333333333
720575940605947569,,24.2
720575940605957809,,9.066666666666666
720575940605992369,,9.466666666666667
720575940605993649,,4.166666666666667
720575940605997257,,5.166666666666667
720575940606009801,,5.6
720575940606010057,,2.566666666666667
720575940606015154,,2.4
720575940606039241,,4.566666666666666
720575940606046892,,7.766666666666667
720575940606056905,,60.56666666666667
720575940606112940,,9.5
720575940606139308,,11.9
720575940606149321,,11.6
720575940606179686,,5.833333333333333
720575940606185858,,9.3
720575940606195657,,4.3
720575940606246334,,33.13333333333333
720575940606267659,,22.533333333333335
720575940606319794,,0.9333333333333333
720575940606331996,,10.1
720575940606335106,,10.266666666666667
720575940606337312,,20.366666666666667
720575940606341250,,10.833333333333334
720575940606342089,,1.9
720575940606347394,,8.9
720575940606354633,,2.6666666666666665
720575940606373321,,0.9333333333333333
720575940606385440,,31.166666666666668
720575940606399068,,16.333333333333332
720575940606436128,,16.3
720575940606452681,,10.633333333333333
720575940606453769,,8.066666666666666
720575940606454108,,11.133333333333333
720575940606477660,,7.433333333333334
720575940606483467,,13.2
720575940606483723,,10.466666666666667
720575940606498313,,12.366666666666667
720575940606514878,,16.333333333333332
720575940606514889,,3.5
720575940606549961,,10.233333333333333
720575940606563249,,6.433333333333334
720575940606573490,,5.633333333333334
720575940606590338,,34.86666666666667
720575940606602674,,6.733333333333333
720575940606611977,,5.666666666666667
720575940606621362,,10.8
720575940606633248,,0.03333333333333333
720575940606649865,,20.333333333333332
720575940606662322,,12.466666666666667
720575940606663625,,10.6
720575940606664894,,37.46666666666667
720575940606667977,,9.7
720575940606675804,,12.066666666666666
720575940606679142,,8.2
720575940606680450,,7.066666666666666
720575940606687499,,17.033333333333335
720575940606700043,,4.2
720575940606705073,,16.8
720575940606715337,,13.833333333333334
720575940606722249,,57.46666666666667
720575940606725833,,11.666666666666666
720575940606726834,,7.966666666666667
720575940606729858,,7.633333333333334
720575940606730076,,6.166666666666667
720575940606745289,,7.233333333333333
720575940606747593,,9.333333333333334
720575940606751922,,49.06666666666667
720575940606756030,,5.966666666666667
720575940606756785,,21.0
720575940606757041,,20.6
720575940606761161,,16.233333333333334
720575940606762686,,39.86666666666667
