flyid,name,hygro_150Hz
720575940602564320,,38.93333333333333
720575940602605536,,36.1
720575940602977248,,181.23333333333332
720575940603050668,,45.166666666666664
720575940603111392,,23.0
720575940603231916,,129.86666666666667
720575940603317216,,43.233333333333334
720575940603455846,,62.96666666666667
720575940603464672,,231.26666666666668
720575940603556198,,3.966666666666667
720575940603642982,,35.733333333333334
720575940603673120,,17.933333333333334
720575940603674656,,50.86666666666667
720575940603721248,,37.1
720575940603751782,,63.96666666666667
720575940603820716,bitter_L_19,273.43333333333334
720575940603832288,,6.533333333333333
720575940603882720,,48.4
720575940603883232,,64.4
720575940603885856,,22.033333333333335
720575940603899936,,0.7333333333333333
720575940603938238,,0.16666666666666666
720575940603984486,,38.86666666666667
720575940603985952,,181.33333333333334
720575940603988838,,0.1
720575940604008672,,44.5
720575940604050110,,42.7
720575940604093984,,58.266666666666666
720575940604103200,,40.86666666666667
720575940604126129,,14.4
720575940604131296,,48.2
720575940604132710,,89.8
720575940604284337,,8.733333333333333
720575940604341216,,33.666666666666664
720575940604352172,,203.86666666666667
720575940604352689,,5.466666666666667
720575940604398816,,132.73333333333332
720575940604402092,,70.26666666666667
720575940604403628,,19.3
720575940604407468,,120.23333333333333
720575940604412588,,14.733333333333333
720575940604414636,,98.23333333333333
720575940604418988,,0.7333333333333333
720575940604431584,,128.3
720575940604456876,,40.46666666666667
720575940604466912,,75.33333333333333
720575940604470240,,18.266666666666666
720575940604478176,,58.43333333333333
720575940604479590,,80.03333333333333
720575940604493024,,88.16666666666667
720575940604500448,,14.4
720575940604552894,,17.466666666666665
720575940604557792,,74.36666666666666
720575940604568521,,30.066666666666666
720575940604569824,,21.9
720575940604620512,,28.933333333333334
720575940604626912,,39.2
720575940604630496,,71.4
720575940604663520,,101.46666666666667
720575940604682976,,10.966666666666667
720575940604690278,,0.16666666666666666
720575940604714208,,13.433333333333334
720575940604714464,,163.2
720575940604735660,,11.033333333333333
720575940604737708,,0.7666666666666667
720575940604766153,,74.4
720575940604770249,,0.1
720575940604783136,,66.23333333333333
720575940604806345,,40.833333333333336
720575940604808736,,7.633333333333334
720575940604810016,,26.333333333333332
720575940604833196,,53.06666666666667
720575940604860332,,21.333333333333332
720575940604874208,,101.13333333333334
720575940604880841,,19.466666666666665
720575940604884396,,46.56666666666667
720575940604908972,,66.23333333333333
720575940604911793,,44.06666666666667
720575940604924606,,60.03333333333333
720575940604931249,bitter_L_37,216.5
720575940604934572,,1.0333333333333334
720575940604935340,,25.7
720575940604941234,,49.03333333333333
720575940604961126,,76.2
720575940604961894,,44.333333333333336
720575940604962918,,56.13333333333333
720575940604963686,,57.766666666666666
720575940604963942,,49.86666666666667
720575940604974978,,52.53333333333333
720575940604978534,,28.466666666666665
720575940604985265,,29.966666666666665
720575940604991264,,69.93333333333334
720575940604994336,,25.0
720575940604997152,,62.266666666666666
720575940604999526,,24.733333333333334
720575940605000550,,12.4
720575940605007206,,90.9
720575940605028017,,68.93333333333334
720575940605029036,,125.16666666666667
720575940605030316,,29.8
720575940605031084,,23.066666666666666
720575940605032550,,78.86666666666666
720575940605037996,,6.133333333333334
720575940605039788,,1.9
720575940605060798,,76.9
720575940605078560,,126.9
720575940605083838,,53.733333333333334
720575940605102694,,149.66666666666666
