,root_id,const,activation_25Hz,label,activation_50Hz,activation_75Hz,activation_100Hz,activation_125Hz,activation_150Hz,activation_175Hz,activation_200Hz,sense_syn_count,upstream_sensoryN,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
235,720575940630799042,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,6.0,1.0,intrinsic,central,ALIN,,,LHAD4a1,putative_primary,left,
236,720575940631274770,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,40.0,5.0,intrinsic,central,ALPN,multiglomerular,,M_smPN6t2,putative_primary,right,
237,720575940631275181,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,149.0,3.0,intrinsic,central,ALLN,,,l2LN21,ALl1_dorsal,left,
238,720575940631448680,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,5.0,1.0,intrinsic,central,ALLN,,,v2LN32,ALv2,left,
239,720575940632128908,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,65.0,4.0,intrinsic,central,ALPN,multiglomerular,CB3206,"VP1m+VP2_lvPN1,VP1m+VP2_lvPN2",ALlv1,left,
240,720575940633356883,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,28.0,3.0,intrinsic,central,ALPN,multiglomerular,,VP1m+_lvPN,ALlv1,left,
241,720575940633552028,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,78.0,7.0,intrinsic,central,ALPN,multiglomerular,CB1321,"VP1m+VP2_lvPN1,VP1m+VP2_lvPN2",ALlv1,left,
242,720575940634034839,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,5.0,1.0,intrinsic,central,ALLN,,lLN1_bc,"lLN1_b,lLN1_c",ALl1_dorsal,left,
243,720575940634809455,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,5.0,1.0,intrinsic,central,ALLN,,,v2LN33,ALv2,right,
244,720575940636241550,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,24.0,3.0,intrinsic,central,ALLN,,,lLN2P_a,ALl1_dorsal,left,
245,720575940638149744,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,53.0,4.0,intrinsic,central,ALPN,multiglomerular,,VP1m+_lvPN,ALlv1,left,
246,720575940638288447,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,36.0,4.0,intrinsic,central,ALPN,multiglomerular,,MZ_lv2PN,putative_primary,left,
247,720575940639892413,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,6.0,1.0,intrinsic,central,ALLN,,,v2LN31,ALv2,left,
248,720575940645199924,1,activated,thermo,activated,activated,activated,activated,activated,activated,activated,58.0,6.0,intrinsic,central,ALON,,ALON1,,putative_primary,left,
