,root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
1928,720575940626976522,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
1937,720575940621897496,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
1947,720575940615089970,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
1954,720575940629253948,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
1958,720575940617056064,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
1967,720575940630105931,afferent,sensory,olfactory,,,ORN_VM5d,,left,AN
1971,720575940626534226,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
1975,720575940628205417,afferent,sensory,olfactory,,,ORN_DC3,,right,AN
1981,720575940636741488,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
1991,720575940647088004,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
1993,720575940645728132,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2011,720575940623085495,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2013,720575940633915327,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
2026,720575940629270487,afferent,sensory,olfactory,,,ORN_D,,left,AN
2042,720575940629049335,afferent,sensory,olfactory,,,ORN_DC3,,left,AN
2043,720575940622651389,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2048,720575940623831054,afferent,sensory,olfactory,,,ORN_V,,right,AN
2060,720575940627370027,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2061,720575940629557292,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
2064,720575940631998511,afferent,sensory,olfactory,,,ORN_VA7m,,left,AN
2068,720575940646514740,afferent,sensory,olfactory,,,ORN_D,,right,AN
2069,720575940638666805,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
2070,720575940617433142,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2074,720575940625821758,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2076,720575940619702337,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
2098,720575940615696490,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2099,720575940613664874,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2103,720575940635562096,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2108,720575940629098618,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
2109,720575940618784891,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
2112,720575940629000318,afferent,sensory,olfactory,,,ORN_VM7v,,right,MxLbN
2113,720575940620202111,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2122,720575940631474316,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2125,720575940611068053,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,left,AN
2134,720575940638511267,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
2137,720575940619243691,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2138,720575940634013869,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
2139,720575940605661361,afferent,sensory,olfactory,,,ORN_VA7m,,right,AN
2143,720575940638576829,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2146,720575940620177601,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
2147,720575940619169985,afferent,sensory,olfactory,,,ORN_D,,right,AN
2152,720575940609929426,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2161,720575940633080033,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
2165,720575940623151339,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
2169,720575940621373680,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2173,720575940651553014,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
2194,720575940644237591,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2196,720575940625305884,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,left,AN
2197,720575940625273116,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
2203,720575940631228719,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
2210,720575940638683453,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
2211,720575940633817405,afferent,sensory,olfactory,,,ORN_V,,left,AN
2219,720575940626698568,afferent,sensory,olfactory,,,ORN_VC2,,left,MxLbN
2223,720575940617695572,afferent,sensory,olfactory,,,ORN_D,,left,AN
2225,720575940616532310,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,left,AN
2228,720575940607865180,afferent,sensory,olfactory,,,ORN_VC2,,right,MxLbN
2229,720575940617007453,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
2231,720575940619891041,afferent,sensory,olfactory,,,ORN_D,,left,AN
2233,720575940631925096,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,left,AN
2235,720575940630196588,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,left,AN
2249,720575940625502595,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
2250,720575940622512522,afferent,sensory,olfactory,,,ORN_V,,right,AN
2251,720575940631925132,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2260,720575940618539422,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
2261,720575940642599328,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2262,720575940655010209,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
2274,720575940638773693,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
2282,720575940614926790,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
2287,720575940622242253,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2288,720575940630991308,afferent,sensory,olfactory,,,ORN_VA4,,left,MxLbN
2290,720575940610724306,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
2291,720575940631941587,afferent,sensory,olfactory,,,ORN_VC2,,left,MxLbN
2310,720575940623045117,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
2312,720575940628599296,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2317,720575940621873677,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
2323,720575940626199059,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
2329,720575940644590116,afferent,sensory,olfactory,,,ORN_DA2,,right,AN
2332,720575940627214891,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2335,720575940609577518,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
2341,720575940614844994,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2345,720575940623503945,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2355,720575940608053852,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
2356,720575940621611614,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2367,720575940618293883,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2383,720575940634776218,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
2387,720575940639093411,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,right,AN
2390,720575940626829992,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,right,AN
2393,720575940619219627,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2395,720575940631737005,afferent,sensory,olfactory,,,ORN_VM5d,,left,AN
2399,720575940638339773,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
2403,720575940610519747,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,left,AN
2404,720575940630696645,afferent,sensory,olfactory,,,ORN_V,,right,AN
2406,720575940612674257,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2408,720575940616311513,afferent,sensory,olfactory,,,ORN_D,,right,AN
2411,720575940612559587,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
2413,720575940627043048,afferent,sensory,olfactory,,,ORN_VM1,,left,AN
2426,720575940625814274,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,right,AN
2442,720575940632351513,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
2444,720575940620997409,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,right,AN
2445,720575940617990953,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
2446,720575940628599595,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2449,720575940617351990,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
2453,720575940620522305,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
2462,720575940633367377,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2464,720575940631450451,afferent,sensory,olfactory,,,ORN_DC4,,left,AN
2484,720575940625757053,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
2502,720575940627239848,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
2503,720575940627805096,afferent,sensory,olfactory,,,ORN_DA2,,right,AN
2504,720575940611773354,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
2509,720575940614427567,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
2513,720575940623274935,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2516,720575940638249917,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,right,AN
2517,720575940620071872,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2519,720575940630696901,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2521,720575940624716746,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2524,720575940632458195,afferent,sensory,olfactory,,,ORN_VA7l,,right,MxLbN
2549,720575940626240522,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
2555,720575940626674707,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
2562,720575940620981274,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
2568,720575940623610919,afferent,sensory,olfactory,,,ORN_VM5d,,right,AN
2569,720575940623799335,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
2571,720575940629918762,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2573,720575940631630893,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
2575,720575940638872629,afferent,sensory,olfactory,,,ORN_D,,left,AN
2585,720575940627526735,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2586,720575940630664273,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2588,720575940616475732,afferent,sensory,olfactory,,,ORN_VA4,,left,MxLbN
2591,720575940633883744,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2593,720575940624045155,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
2599,720575940638069875,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
2603,720575940628632702,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
2606,720575940659770497,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2608,720575940626601093,afferent,sensory,olfactory,,,ORN_VA7m,,left,AN
2610,720575940631450764,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
2611,720575940631295116,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
2619,720575940611830937,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
2630,720575940622685367,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2633,720575940624037052,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2640,720575940642968776,afferent,sensory,olfactory,,,ORN_V,,left,AN
2641,720575940611085518,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
2654,720575940637226212,afferent,sensory,olfactory,,,ORN_DC3,,left,AN
2658,720575940627322088,afferent,sensory,olfactory,,,ORN_V,,right,AN
2662,720575940620023024,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
2665,720575940628976887,afferent,sensory,olfactory,,,ORN_DP1l,,left,AN
2668,720575940628673786,afferent,sensory,olfactory,,,ORN_DC3,,left,AN
2669,720575940630738171,afferent,sensory,olfactory,,,ORN_D,,left,AN
2670,720575940629099770,afferent,sensory,olfactory,,,ORN_VM7v,,right,MxLbN
2674,720575940616713473,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2675,720575940625495298,afferent,sensory,olfactory,,,ORN_VM3,,left,AN
2677,720575940625044743,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2678,720575940622972167,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2679,720575940606915849,afferent,sensory,olfactory,,,ORN_DP1l,,left,AN
2691,720575940625028380,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
2697,720575940644902179,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
2706,720575940613051699,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
2707,720575940637472053,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2709,720575940618343734,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
2711,720575940633802045,afferent,sensory,olfactory,,,ORN_V,,left,AN
2713,720575940637087039,afferent,sensory,olfactory,,,ORN_D,,right,AN
2718,720575940623496521,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
2723,720575940615681366,afferent,sensory,olfactory,,,ORN_VM5v,,right,AN
2725,720575940633998687,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,right,AN
2741,720575940629009786,afferent,sensory,olfactory,,,ORN_VA3,,right,AN
2745,720575940639004032,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,left,AN
2746,720575940659164545,afferent,sensory,olfactory,,,ORN_DL2v,,left,AN
2747,720575940608324994,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
2748,720575940647097732,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2752,720575940616140171,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
2755,720575940610864533,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2757,720575940612634009,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
2761,720575940653913505,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
2769,720575940619761072,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
2774,720575940623979960,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
2777,720575940614559163,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
2786,720575940639487440,afferent,sensory,olfactory,,,ORN_VM5v,,right,AN
2787,720575940613084625,afferent,sensory,olfactory,,,ORN_VM3,,right,AN
2792,720575940620023261,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,left,AN
2804,720575940628690423,afferent,sensory,olfactory,,,ORN_DL2d,,right,AN
2807,720575940626879996,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
2813,720575940623971848,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2819,720575940627363349,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2823,720575940631393823,afferent,sensory,olfactory,,,ORN_VM5d,,left,AN
2834,720575940628624956,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
2840,720575940631090759,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
2849,720575940616377942,afferent,sensory,olfactory,,,ORN_D,,right,AN
2854,720575940621309534,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
2857,720575940620015201,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
2860,720575940646540910,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
2861,720575940635072111,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
2862,720575940636767856,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2864,720575940611208818,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
2865,720575940611905138,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
2875,720575940620719743,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
2881,720575940615427734,afferent,sensory,olfactory,,,ORN_DA2,,right,AN
2882,720575940633671319,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
2886,720575940615657119,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
2889,720575940638455459,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
2890,720575940613396130,afferent,sensory,olfactory,,,ORN_VC4,,left,AN
2897,720575940631885485,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
2910,720575940615747259,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
2916,720575940629591746,afferent,sensory,olfactory,,,ORN_DC3,,right,AN
2919,720575940642936520,afferent,sensory,olfactory,,,ORN_D,,left,AN
2929,720575940637013726,afferent,sensory,olfactory,,,ORN_D,,right,AN
2932,720575940611430117,afferent,sensory,olfactory,,,ORN_VM1,,left,AN
2934,720575940623267559,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
2943,720575940634818296,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
2945,720575940627060476,afferent,sensory,olfactory,,,ORN_VC4,,left,AN
2949,720575940626822916,afferent,sensory,olfactory,,,ORN_V,,left,AN
2951,720575940621424397,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
2954,720575940628264721,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
2968,720575940626282298,afferent,sensory,olfactory,,,ORN_DC4,,right,AN
2972,720575940625946430,afferent,sensory,olfactory,,,ORN_D,,left,AN
2974,720575940619761473,afferent,sensory,olfactory,,,ORN_V,,right,AN
2984,720575940607637340,afferent,sensory,olfactory,,,ORN_V,,right,AN
2988,720575940627707753,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
2993,720575940643977070,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3002,720575940649154425,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
3007,720575940630763390,afferent,sensory,olfactory,,,ORN_DP1l,,left,AN
3015,720575940610873237,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
3028,720575940613437359,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
3030,720575940620392374,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
3033,720575940625127354,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3047,720575940616886228,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
3051,720575940616566745,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3064,720575940629567473,afferent,sensory,olfactory,,,ORN_DL2v,,left,AN
3078,720575940610185221,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
3084,720575940614993932,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
3086,720575940630132754,afferent,sensory,olfactory,,,ORN_VA3,,right,AN
3090,720575940629239852,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
3091,720575940629248044,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
3098,720575940645345332,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,left,AN
3103,720575940639053885,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
3104,720575940620679233,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
3108,720575940630411339,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
3117,720575940633991263,afferent,sensory,olfactory,,,ORN_VC4,,left,AN
3118,720575940633311328,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
3120,720575940635596901,afferent,sensory,olfactory,,,ORN_VA6,,left,AN
3121,720575940604704870,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
3126,720575940628953210,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
3129,720575940620253311,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
3132,720575940626282633,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3139,720575940624849040,afferent,sensory,olfactory,,,ORN_VA3,,right,AN
3141,720575940643002528,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3144,720575940605343921,afferent,sensory,olfactory,,,ORN_V,,right,AN
3145,720575940604352689,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3148,720575940620802230,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
3149,720575940622276791,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3162,720575940618696920,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3163,720575940617058521,afferent,sensory,olfactory,,,ORN_DC3,,right,AN
3165,720575940640331995,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
3168,720575940613699807,afferent,sensory,olfactory,,,ORN_V,,right,AN
3175,720575940623464683,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3181,720575940623087859,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
3182,720575940640282869,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3185,720575940628429056,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3189,720575940620572933,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3199,720575940628707600,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3204,720575940621654298,afferent,sensory,olfactory,,,ORN_DC4,,left,AN
3207,720575940612700450,afferent,sensory,olfactory,,,ORN_V,,left,AN
3213,720575940617984297,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3215,720575940628478251,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
3221,720575940613798195,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
3226,720575940629453116,afferent,sensory,olfactory,,,ORN_DC4,,left,AN
3227,720575940629707068,afferent,sensory,olfactory,,,ORN_VM7v,,left,MxLbN
3228,720575940629821756,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
3241,720575940615723350,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3242,720575940625889625,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,right,AN
3264,720575940625611139,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,right,AN
3267,720575940618606983,afferent,sensory,olfactory,,,ORN_VM7v,,left,MxLbN
3268,720575940622440840,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
3274,720575940611045781,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
3275,720575940613740950,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,left,AN
3276,720575940633024924,afferent,sensory,olfactory,,,ORN_D,,left,AN
3281,720575940631353764,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,right,AN
3283,720575940636187054,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3292,720575940610464195,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
3296,720575940622604749,afferent,sensory,olfactory,,,ORN_D,,left,AN
3303,720575940607932885,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3305,720575940629977559,afferent,sensory,olfactory,,,ORN_VM7v,,right,MxLbN
3325,720575940622039551,afferent,sensory,olfactory,,,ORN_DM2,,left,AN
3326,720575940628601344,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
3327,720575940630174208,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
3337,720575940645722660,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3340,720575940643183140,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3342,720575940616903209,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,left,AN
3345,720575940629518892,afferent,sensory,olfactory,,,ORN_VC1,,right,MxLbN
3349,720575940616256059,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3357,720575940619565648,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3359,720575940638513752,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
3368,720575940620319329,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3372,720575940629043817,afferent,sensory,olfactory,,,ORN_VA3,,,AN
3382,720575940616944251,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
3390,720575940613118610,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
3395,720575940625709720,afferent,sensory,olfactory,,,ORN_DL2d,,left,AN
3396,720575940612160153,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3397,720575940633213591,afferent,sensory,olfactory,,,ORN_DC3,,right,AN
3402,720575940621482665,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
3406,720575940635277998,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
3407,720575940635146926,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3418,720575940619410123,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,left,AN
3420,720575940622547661,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
3422,720575940639619792,afferent,sensory,olfactory,,,ORN_VC4,,left,AN
3425,720575940636809950,afferent,sensory,olfactory,,,ORN_VM1,,left,AN
3428,720575940631960290,afferent,sensory,olfactory,,,ORN_DC4,,left,AN
3430,720575940617362150,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
3431,720575940629854953,afferent,sensory,olfactory,,,ORN_V,,right,AN
3434,720575940619385583,afferent,sensory,olfactory,,,ORN_DL2v,,left,AN
3438,720575940624366323,afferent,sensory,olfactory,,,ORN_VL2p,,right,AN
3441,720575940635081464,afferent,sensory,olfactory,,,ORN_VA3,,left,AN
3450,720575940622211845,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,right,AN
3452,720575940623235848,afferent,sensory,olfactory,,,ORN_VM5v,,right,AN
3453,720575940624964362,afferent,sensory,olfactory,,,ORN_V,,right,AN
3455,720575940624030478,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3457,720575940626856721,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
3463,720575940626299678,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
3467,720575940616903465,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3469,720575940617067305,afferent,sensory,olfactory,,,ORN_V,,left,AN
3475,720575940628749111,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3482,720575940615060290,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,left,AN
3497,720575940619451233,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3498,720575940605328230,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3499,720575940614691690,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3500,720575940635114347,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3501,720575940629232492,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3503,720575940644076398,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3511,720575940649098105,afferent,sensory,olfactory,,,ORN_VM7d,,right,MxLbN
3514,720575940661296001,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
3517,720575940641979277,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3518,720575940622891923,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3524,720575940617681822,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3528,720575940627454888,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3532,720575940619844534,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3537,720575940629380034,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3541,720575940643240904,afferent,sensory,olfactory,,,ORN_VA3,,right,AN
3548,720575940639415248,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3558,720575940611111907,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,left,AN
3566,720575940623129587,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
3573,720575940621286405,afferent,sensory,olfactory,,,ORN_V,,right,AN
3574,720575940623981576,afferent,sensory,olfactory,,,ORN_D,,left,AN
3576,720575940624030734,afferent,sensory,olfactory,,,ORN_DM4,,left,AN
3587,720575940627586091,afferent,sensory,olfactory,,,ORN_V,,left,AN
3589,720575940631313455,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
3605,720575940617739333,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
3622,720575940629527670,afferent,sensory,olfactory,,,ORN_VM5d,,left,AN
3630,720575940626865289,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3635,720575940611161237,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
