flyid,name,hygro_10Hz
720575940602564320,,1.430229196861662
720575940602605536,,1.5864005379054391
720575940602977248,,7.401501349200865
720575940603050668,,2.1715329966536436
720575940603111392,,1.1430952132988161
720575940603231916,,5.333437498982769
720575940603317216,,1.7269111795984826
720575940603455846,,2.6574841903993
720575940603464672,,8.993145537945368
720575940603556198,,1.412641340027806
720575940603642982,,1.6451950239004087
720575940603673120,,1.0770329614269007
720575940603674656,,2.0612833111653743
720575940603721248,,1.5509853498842452
720575940603751782,,2.5993588953175872
720575940603820716,hygro_L_19,7.261466028901388
720575940603832288,,1.1254628677422756
720575940603882720,,2.0752509888364505
720575940603883232,,2.808716591058786
720575940603885856,,1.0624918300339485
720575940603899936,,0.9195409482755816
720575940603938238,,0.33993463423951903
720575940603984486,,1.7272328544042153
720575940603985952,,7.171626190915293
720575940603988838,,0.17950549357115012
720575940604008672,,1.836663641860788
720575940604050110,,1.7978382080215736
720575940604093984,,2.10923893594085
720575940604103200,,1.765093639316497
720575940604126129,,0.8055363982396381
720575940604131296,,1.9093337988826247
720575940604132710,,3.591502316425382
720575940604284337,,0.9122621455602673
720575940604341216,,1.4742229591663987
720575940604352172,,7.5806771905065755
720575940604352689,,1.3349989596333856
720575940604398816,,5.093023550788754
720575940604402092,,2.639233895575675
720575940604403628,,2.472964932132187
720575940604407468,,4.753478258660237
720575940604412588,,0.45338235029118146
720575940604414636,,2.7294688127912363
720575940604418988,,1.16476034731041
720575940604431584,,5.179017495840521
720575940604456876,,1.5438048235879214
720575940604466912,,3.102149792213995
720575940604470240,,2.102908039411667
720575940604478176,,2.3437861108329257
720575940604479590,,2.9942537560393174
720575940604493024,,3.6546773683413787
720575940604500448,,0.9339283817414601
720575940604552894,,0.6699917080747259
720575940604557792,,3.0675723300355933
720575940604568521,,1.251221625274897
720575940604569824,,2.035517952102937
720575940604620512,,1.1925695879998877
720575940604626912,,1.639783183499846
720575940604630496,,2.9295430056959777
720575940604663520,,4.361574639202376
720575940604682976,,1.2736648783028537
720575940604690278,,0.33993463423951903
720575940604714208,,0.6110100926607787
720575940604714464,,6.898067362191626
720575940604735660,,1.9576062480034695
720575940604737708,,0.8621678104251707
720575940604766153,,2.8487814158961995
720575940604783136,,2.507987240796891
720575940604806345,,1.7156145643277032
720575940604810016,,1.3097921802925667
720575940604833196,,2.1460558137093164
720575940604860332,,1.0624918300339483
720575940604874208,,4.349201714746691
720575940604880841,,1.430229196861662
720575940604884396,,1.8749814813900316
720575940604908972,,2.6350205565295566
720575940604911793,,1.8903262505010432
720575940604924606,,2.6246692913372702
720575940604931249,hygro_L_37,5.47479071137275
720575940604934572,,0.8717797887081348
720575940604935340,,1.2036980056845192
720575940604941234,,2.0154955277107964
720575940604961126,,2.84897642437888
720575940604961894,,1.7540429489230496
720575940604962918,,2.261022384281549
720575940604963686,,2.3036203390894663
720575940604963942,,1.9652537297311563
720575940604974978,,2.044233080861595
720575940604978534,,1.1742609969205688
720575940604985265,,1.3034143197344765
720575940604991264,,2.8598756771735525
720575940604994336,,1.2909944487358056
720575940604997152,,2.5787593916455256
720575940604999526,,1.3399834161494522
720575940605000550,,0.9826268648655783
720575940605007206,,3.8000000000000003
720575940605028017,,2.9786275736020142
720575940605029036,,5.124668010927363
720575940605030316,,1.8184242262647807
720575940605031084,,1.110055053689781
720575940605032550,,3.2216282977539312
720575940605037996,,1.1234866364235143
720575940605039788,,1.1100550536897809
720575940605060798,,2.9522119767312707
720575940605078560,,4.618321003231466
720575940605083838,,2.0645150089602695
720575940605102694,,5.451299539253614
720575940605113376,,1.973153144926499
720575940605154988,,2.034425935955617
720575940605171121,,1.3828312341794358
720575940605180337,,2.6280537792569363
720575940605180849,,1.1160446028522135
720575940605184102,,2.232089205704428
720575940605196465,,1.2405196043952265
720575940605197745,,1.730767331432956
720575940605221065,,0.6633249580710799
720575940605236866,,2.3048258550750034
720575940605252041,,1.700980109623077
720575940605264305,hygro_L_22,7.295660810829042
720575940605280201,,2.169485346036397
720575940605290441,,1.7451520150277897
720575940605305777,,0.8359957469322967
720575940605309361,,3.3803352890899254
720575940605309542,,1.5162087220725549
720575940605312945,,2.139833846093871
720575940605338290,,1.5293426329272612
720575940605362610,,2.187083293643233
720575940605376800,,0.9122621455602673
720575940605383526,,3.7321426672742413
720575940605391136,,2.1210584359910714
720575940605391794,,1.1647603473104098
720575940605396926,,2.315167380558045
720575940605400096,,5.200854630624557
720575940605407846,,1.9102065042525873
720575940605410592,,3.1448370387032774
720575940605411104,,2.2171052197754517
720575940605412738,,3.156826817479153
720575940605420902,,4.074991479200363
