flyid,name,hygro_175Hz
720575940602564320,,39.166666666666664
720575940602605536,,36.2
720575940602977248,,181.46666666666667
720575940603050668,,45.266666666666666
720575940603111392,,23.266666666666666
720575940603231916,,130.33333333333334
720575940603317216,,43.3
720575940603455846,,62.833333333333336
720575940603464672,,231.96666666666667
720575940603556198,,3.3666666666666667
720575940603642982,,36.0
720575940603673120,,18.0
720575940603674656,,51.1
720575940603721248,,37.266666666666666
720575940603751782,,64.26666666666667
720575940603820716,bitter_L_19,291.6
720575940603832288,,5.933333333333334
720575940603882720,,48.43333333333333
720575940603883232,,64.5
720575940603885856,,22.033333333333335
720575940603899936,,0.9333333333333333
720575940603938238,,0.36666666666666664
720575940603984486,,38.833333333333336
720575940603985952,,181.26666666666668
720575940603988838,,0.2
720575940604008672,,44.53333333333333
720575940604050110,,42.6
720575940604093984,,58.43333333333333
720575940604103200,,41.233333333333334
720575940604126129,,14.6
720575940604131296,,48.06666666666667
720575940604132710,,89.7
720575940604284337,,9.066666666666666
720575940604341216,,33.63333333333333
720575940604352172,,203.86666666666667
720575940604352689,,4.866666666666666
720575940604398816,,132.66666666666666
720575940604402092,,70.36666666666666
720575940604403628,,17.7
720575940604407468,,120.56666666666666
720575940604412588,,17.0
720575940604414636,,105.53333333333333
720575940604418988,,0.6
720575940604431584,,128.3
720575940604456876,,39.8
720575940604466912,,75.26666666666667
720575940604470240,,17.466666666666665
720575940604478176,,58.7
720575940604479590,,80.23333333333333
720575940604493024,,88.4
720575940604500448,,14.5
720575940604552894,,17.3
720575940604557792,,74.7
720575940604568521,,30.1
720575940604569824,,21.266666666666666
720575940604620512,,29.0
720575940604626912,,39.03333333333333
720575940604630496,,71.63333333333334
720575940604663520,,101.26666666666667
720575940604682976,,10.5
720575940604690278,,0.1
720575940604714208,,13.466666666666667
720575940604714464,,162.86666666666667
720575940604735660,,10.733333333333333
720575940604737708,,0.36666666666666664
720575940604766153,,74.46666666666667
720575940604783136,,66.8
720575940604806345,,41.06666666666667
720575940604808736,,10.266666666666667
720575940604810016,,26.366666666666667
720575940604833196,,53.2
720575940604860332,,21.4
720575940604874208,,101.8
720575940604880841,,19.066666666666666
720575940604884396,,46.6
720575940604908972,,66.43333333333334
720575940604911793,,44.5
720575940604924606,,60.4
720575940604931249,bitter_L_37,231.63333333333333
720575940604934572,,1.5333333333333334
720575940604935340,,26.0
720575940604941234,,49.36666666666667
720575940604961126,,76.23333333333333
720575940604961894,,44.36666666666667
720575940604962918,,56.5
720575940604963686,,57.9
720575940604963942,,50.1
720575940604974978,,52.43333333333333
720575940604978534,,28.433333333333334
720575940604985265,,30.233333333333334
720575940604991264,,70.1
720575940604994336,,24.8
720575940604997152,,62.7
720575940604999526,,25.1
720575940605000550,,12.8
720575940605007206,,90.8
720575940605028017,,69.56666666666666
720575940605029036,,125.23333333333333
720575940605030316,,29.533333333333335
720575940605031084,,23.266666666666666
720575940605032550,,79.36666666666666
720575940605037996,,6.266666666666667
720575940605039788,,2.1
720575940605060798,,76.96666666666667
720575940605078560,,127.73333333333333
720575940605083838,,53.733333333333334
720575940605102694,,149.53333333333333
720575940605113376,,48.46666666666667
720575940605154988,,47.36666666666667
720575940605171121,,6.666666666666667
720575940605180337,,63.86666666666667
720575940605180849,,29.466666666666665
720575940605184102,,56.333333333333336
720575940605196465,,32.36666666666667
720575940605197745,,46.233333333333334
720575940605221065,,11.966666666666667
720575940605236866,,59.56666666666667
720575940605252041,,45.4
720575940605264305,bitter_L_22,292.8666666666667
720575940605280201,,55.266666666666666
720575940605290441,,43.766666666666666
720575940605305777,,13.266666666666667
720575940605309361,,85.13333333333334
720575940605309542,,40.9
720575940605312945,,57.7
720575940605338290,,35.36666666666667
720575940605362610,,54.266666666666666
720575940605376800,,19.566666666666666
720575940605383526,,87.7
720575940605391136,,50.733333333333334
720575940605391794,,33.06666666666667
720575940605396926,,50.7
720575940605400096,,136.63333333333333
720575940605407846,,48.93333333333333
720575940605410592,,82.16666666666667
720575940605411104,,57.1
720575940605412738,,80.5
720575940605420902,,93.56666666666666
720575940605421442,,70.4
720575940605427134,,94.1
720575940605431840,,76.56666666666666
720575940605451552,,42.03333333333333
720575940605452064,,28.233333333333334
720575940605480806,,29.1
720575940605488416,,52.03333333333333
720575940605494560,,10.066666666666666
720575940605507249,,39.13333333333333
720575940605513649,,3.3333333333333335
720575940605520062,,20.166666666666668
720575940605528422,,56.63333333333333
720575940605530336,,0.8
720575940605541920,,47.0
720575940605544370,,50.1
720575940605551038,,48.6
720575940605551718,,32.666666666666664
720575940605552742,,28.033333333333335
720575940605565886,,14.6
720575940605583136,,50.0
720575940605597385,,0.03333333333333333
720575940605606274,,53.266666666666666
720575940605619744,,62.833333333333336
720575940605620670,,33.5
720575940605620926,,76.63333333333334
720575940605621024,,45.9
720575940605625376,,68.43333333333334
720575940605625958,,56.233333333333334
720575940605627057,,40.833333333333336
720575940605641830,,18.366666666666667
720575940605658033,,33.6
720575940605664446,,16.066666666666666
720575940605664702,,90.5
720575940605678368,,76.9
720575940605686886,,18.033333333333335
720575940605688608,,113.83333333333333
720575940605702065,,29.833333333333332
720575940605702944,,7.566666666666666
720575940605705650,,81.56666666666666
720575940605718449,,65.8
720575940605726385,,56.06666666666667
720575940605742002,,26.1
720575940605758142,,275.26666666666665
720575940605777841,,0.5333333333333333
720575940605841074,,75.4
720575940605842656,,120.43333333333334
720575940605877728,,61.7
720575940605882336,,73.23333333333333
720575940605883569,,231.2
720575940605891040,,39.43333333333333
720575940605927904,,31.4
720575940605929394,,29.9
720575940605934001,,42.233333333333334
720575940605947569,,120.33333333333333
720575940605957809,,44.93333333333333
720575940605992369,,47.3
720575940605993649,,20.6
720575940605997257,,26.0
720575940606009801,,29.966666666666665
720575940606010057,,13.066666666666666
720575940606015154,,11.9
720575940606039241,,22.9
720575940606046892,,40.5
720575940606056905,,294.8666666666667
720575940606112940,,44.8
720575940606139308,,58.0
720575940606149321,,55.13333333333333
720575940606179686,,26.433333333333334
720575940606185858,,48.86666666666667
720575940606195657,,23.0
720575940606246334,,163.53333333333333
720575940606267659,,111.33333333333333
720575940606319794,,5.733333333333333
720575940606331996,,50.63333333333333
720575940606335106,,50.86666666666667
720575940606337312,,101.33333333333333
720575940606341250,,54.3
720575940606342089,,10.5
720575940606347394,,44.53333333333333
720575940606354633,,13.266666666666667
720575940606373321,,4.8
720575940606385440,,150.4
720575940606399068,,81.1
720575940606428850,,0.16666666666666666
720575940606436128,,80.43333333333334
720575940606452681,,52.8
720575940606453769,,40.4
720575940606454108,,55.93333333333333
720575940606464102,,0.13333333333333333
720575940606477660,,37.1
720575940606483467,,65.8
720575940606483723,,52.233333333333334
720575940606498313,,61.6
720575940606514878,,81.83333333333333
720575940606514889,,17.6
720575940606548914,,0.13333333333333333
720575940606549961,,50.833333333333336
720575940606563249,,31.2
720575940606573490,,28.8
720575940606590338,,172.73333333333332
720575940606602674,,33.63333333333333
720575940606611977,,29.6
720575940606621362,,53.733333333333334
720575940606648608,,0.2
720575940606649865,,101.53333333333333
720575940606662322,,63.93333333333333
720575940606663625,,52.9
720575940606664894,,185.2
720575940606667977,,48.7
720575940606675804,,59.8
720575940606679142,,41.3
720575940606680450,,34.766666666666666
720575940606687499,,84.13333333333334
720575940606700043,,22.966666666666665
720575940606705073,,82.63333333333334
720575940606715337,,68.46666666666667
720575940606722249,,284.1333333333333
720575940606725833,,61.53333333333333
720575940606726834,,40.86666666666667
720575940606729858,,38.46666666666667
720575940606730076,,31.433333333333334
720575940606731977,,0.06666666666666667
720575940606745289,,36.266666666666666
720575940606747593,,46.13333333333333
720575940606751922,,244.3
720575940606756030,,30.866666666666667
720575940606756785,,101.8
720575940606757041,,101.9
720575940606761161,,80.56666666666666
720575940606762686,,194.16666666666666
720575940606767806,,105.63333333333334
720575940606769609,,119.76666666666667
720575940606769854,,141.53333333333333
720575940606773705,,67.6
720575940606775654,,43.766666666666666
720575940606776962,,18.233333333333334
720575940606796722,,25.133333333333333
720575940606806473,,39.233333333333334
720575940606833794,,73.46666666666667
720575940606835401,,12.766666666666667
720575940606853250,,47.53333333333333
720575940606864341,,43.233333333333334
720575940606865330,,7.0
720575940606891221,,69.23333333333333
720575940606892162,,37.6
720575940606893186,,17.966666666666665
720575940606909195,,52.733333333333334
720575940606940425,,68.96666666666667
720575940606941397,,49.6
720575940606947714,,36.0
720575940606953858,,72.03333333333333
720575940606954114,,71.43333333333334
720575940606954507,,58.2
720575940606963586,,64.33333333333333
720575940606967682,,61.36666666666667
720575940606967730,,77.03333333333333
720575940606968450,,19.933333333333334
720575940606968962,,47.1
720575940606987906,,15.233333333333333
720575940606999682,,59.46666666666667
720575940607010825,,32.43333333333333
720575940607011458,,1.2666666666666666
720575940607012482,,44.2
720575940607017993,,0.03333333333333333
720575940607030281,,0.03333333333333333
720575940607038386,,10.533333333333333
720575940607040881,,63.86666666666667
720575940607041154,,42.8
720575940607043202,,11.8
720575940607128412,,4.433333333333334
720575940607146162,,37.53333333333333
720575940607177906,,57.3
720575940607180722,,86.1
720575940607185074,,54.333333333333336
720575940607206066,,1.4666666666666666
720575940607208882,,66.36666666666666
720575940607227826,,53.166666666666664
720575940607233458,,20.2
720575940607249365,,35.63333333333333
720575940607280306,,47.63333333333333
720575940607280818,,42.766666666666666
720575940607310531,,37.0
720575940607337155,,65.3
720575940607337923,,63.666666666666664
720575940607343829,,0.4
720575940607351747,,36.96666666666667
720575940607352003,,43.4
720575940607375881,,13.6
720575940607384242,,5.333333333333333
720575940607439964,,124.73333333333333
720575940607447491,,0.6333333333333333
720575940607451081,,60.56666666666667
720575940607471829,,29.166666666666668
720575940607484099,,96.46666666666667
720575940607539907,,11.033333333333333
720575940607626453,,32.266666666666666
720575940607667723,,70.33333333333333
720575940607674563,,27.366666666666667
720575940607687260,,74.86666666666666
720575940607715420,,52.333333333333336
720575940607721923,,38.86666666666667
720575940607722179,,35.833333333333336
720575940607763467,,28.066666666666666
720575940607765257,,0.1
720575940607774044,,13.1
720575940607792139,,45.63333333333333
720575940607793675,,44.0
720575940607804939,,34.733333333333334
720575940607809547,,70.53333333333333
720575940607814492,,95.03333333333333
720575940607828233,,23.466666666666665
720575940607869788,,42.0
720575940607896265,,71.0
720575940607896843,,21.9
720575940607900867,,88.23333333333333
720575940607930716,,24.966666666666665
720575940607932885,,40.8
720575940607935154,,43.5
720575940607948483,,36.0
720575940607971908,,59.46666666666667
720575940607978820,,43.233333333333334
720575940607981636,,49.06666666666667
720575940607982428,,17.4
720575940607984651,,54.63333333333333
720575940607993668,,39.53333333333333
720575940608027915,,13.7
720575940608059484,,110.5
720575940608071435,,76.7
720575940608074370,,0.4
720575940608098261,,10.3
720575940608116316,,0.9666666666666667
720575940608124338,,240.33333333333334
720575940608130606,,72.66666666666667
720575940608140380,,2.6333333333333333
720575940608144732,,37.8
720575940608145026,,1.6333333333333333
720575940608145877,,72.13333333333334
720575940608152021,,26.4
720575940608158300,,63.96666666666667
720575940608158677,,24.5
720575940608168028,,0.4
720575940608176452,,69.8
720575940608176514,,36.13333333333333
720575940608177929,,61.766666666666666
720575940608177988,,27.033333333333335
720575940608186498,,12.766666666666667
720575940608188427,,102.23333333333333
720575940608192860,,78.63333333333334
720575940608199748,,178.46666666666667
720575940608200713,,98.0
720575940608207317,,23.433333333333334
720575940608214281,,40.333333333333336
720575940608235529,,84.86666666666666
720575940608237065,,43.36666666666667
720575940608241365,,219.9
720575940608252082,,208.3
720575940608285570,,76.36666666666666
720575940608286556,,34.63333333333333
720575940608293129,,265.26666666666665
720575940608295032,,67.53333333333333
720575940608328387,,25.533333333333335
720575940608328713,,38.4
720575940608336514,,11.966666666666667
720575940608336907,,1.8333333333333333
720575940608339209,,13.166666666666666
720575940608341806,,128.33333333333334
720575940608344331,,55.166666666666664
720575940608344412,,71.63333333333334
720575940608345778,,253.86666666666667
720575940608345867,,20.3
