flyid,name,thermo_15Hz
720575940602564320,,36.86666666666667
720575940602605536,,34.8
720575940602977248,,175.46666666666667
720575940603050668,,43.2
720575940603111392,,22.333333333333332
720575940603231916,,126.56666666666666
720575940603317216,,41.233333333333334
720575940603455846,,60.9
720575940603464672,,224.06666666666666
720575940603492012,,0.03333333333333333
720575940603556198,,4.133333333333334
720575940603642982,,34.7
720575940603673120,,17.5
720575940603674656,,49.2
720575940603721248,,36.2
720575940603751782,,62.1
720575940603820716,,133.6
720575940603832288,,5.466666666666667
720575940603882720,,46.86666666666667
720575940603883232,,62.53333333333333
720575940603885856,,21.6
720575940603899936,,0.9666666666666667
720575940603938238,,0.36666666666666664
720575940603984486,,37.666666666666664
720575940603985952,,177.06666666666666
720575940603988838,,0.03333333333333333
720575940604008672,,42.833333333333336
720575940604050110,,41.53333333333333
720575940604088288,,0.23333333333333334
720575940604093984,,56.43333333333333
720575940604103200,,39.86666666666667
720575940604126129,,13.666666666666666
720575940604131296,,47.06666666666667
720575940604132710,,87.23333333333333
720575940604284337,,0.8
720575940604341216,,31.7
720575940604352172,,197.43333333333334
720575940604352689,,5.3
720575940604398816,,128.96666666666667
720575940604402092,,68.46666666666667
720575940604403628,,30.733333333333334
720575940604407468,,117.06666666666666
720575940604412588,,0.03333333333333333
720575940604414636,,50.2
720575940604418988,,2.8333333333333335
720575940604431584,,124.33333333333333
720575940604456876,,41.3
720575940604466912,,73.4
720575940604470240,,16.966666666666665
720575940604478176,,56.7
720575940604479590,,77.66666666666667
720575940604493024,,86.06666666666666
720575940604500448,,14.066666666666666
720575940604552894,,16.433333333333334
720575940604557792,,72.66666666666667
720575940604568521,,29.1
720575940604569824,,22.8
720575940604620512,,28.1
720575940604626912,,38.233333333333334
720575940604630496,,69.13333333333334
720575940604663520,,98.16666666666667
720575940604682976,,10.3
720575940604690278,,0.16666666666666666
720575940604714208,,12.7
720575940604714464,,157.06666666666666
720575940604735660,,10.8
720575940604737708,,0.5333333333333333
720575940604766153,,72.03333333333333
720575940604770249,,0.03333333333333333
720575940604783136,,58.2
720575940604806345,,39.46666666666667
720575940604810016,,24.866666666666667
720575940604833196,,51.666666666666664
720575940604860332,,21.166666666666668
720575940604874208,,95.8
720575940604880841,,19.133333333333333
720575940604884396,,44.766666666666666
720575940604908972,,66.66666666666667
720575940604911793,,45.43333333333333
720575940604924606,,58.666666666666664
720575940604931249,,93.23333333333333
720575940604934572,,1.0666666666666667
720575940604935340,,22.033333333333335
720575940604941234,,47.6
720575940604961126,,73.4
720575940604961894,,43.3
720575940604962918,,54.13333333333333
720575940604963686,,56.36666666666667
720575940604963942,,48.333333333333336
720575940604974978,,51.3
720575940604978534,,27.633333333333333
720575940604985265,,29.066666666666666
720575940604991264,,67.9
720575940604994336,,25.0
720575940604997152,,60.6
720575940604999526,,23.7
720575940605000550,,12.033333333333333
720575940605007206,,88.43333333333334
720575940605028017,,67.5
720575940605029036,,121.56666666666666
720575940605030316,,28.633333333333333
720575940605031084,,22.466666666666665
720575940605032550,,76.46666666666667
720575940605037996,,7.066666666666666
720575940605039788,,2.2333333333333334
720575940605060798,,74.9
720575940605078560,,119.26666666666667
720575940605083838,,51.833333333333336
720575940605102694,,145.16666666666666
720575940605113376,,46.833333333333336
720575940605154988,,46.266666666666666
720575940605171121,,4.9
720575940605180337,,61.666666666666664
720575940605180849,,28.333333333333332
720575940605184102,,53.36666666666667
720575940605196465,,30.0
720575940605197745,,44.56666666666667
720575940605221065,,10.566666666666666
720575940605236866,,57.93333333333333
720575940605252041,,43.06666666666667
720575940605264305,,133.23333333333332
720575940605280201,,52.86666666666667
720575940605290441,,42.333333333333336
720575940605305777,,17.433333333333334
720575940605309361,,82.33333333333333
720575940605309542,,39.43333333333333
720575940605312945,,55.166666666666664
720575940605338290,,33.8
720575940605362610,,52.46666666666667
720575940605376800,,18.566666666666666
720575940605383526,,85.1
720575940605391136,,49.166666666666664
720575940605391794,,31.8
720575940605396926,,47.03333333333333
720575940605400096,,131.66666666666666
720575940605407846,,46.96666666666667
720575940605410592,,79.6
720575940605411104,,52.166666666666664
720575940605412738,,78.0
720575940605420902,,91.03333333333333
720575940605421442,,68.46666666666667
720575940605427134,,91.3
720575940605431840,,74.56666666666666
720575940605451552,,40.56666666666667
720575940605452064,,26.333333333333332
720575940605480806,,28.033333333333335
720575940605488416,,50.53333333333333
720575940605494560,,5.633333333333334
720575940605507249,,37.63333333333333
720575940605513649,,2.5
720575940605520062,,19.3
720575940605528422,,53.86666666666667
720575940605530336,,1.1333333333333333
720575940605541920,,45.13333333333333
720575940605544370,,48.833333333333336
720575940605551038,,46.93333333333333
720575940605551718,,31.566666666666666
720575940605552742,,26.733333333333334
720575940605565886,,13.5
720575940605583136,,48.46666666666667
720575940605606274,,51.56666666666667
720575940605619744,,61.266666666666666
720575940605620670,,31.666666666666668
720575940605620926,,74.86666666666666
720575940605621024,,44.4
720575940605625376,,66.2
720575940605625958,,56.333333333333336
720575940605627057,,39.6
720575940605641830,,17.633333333333333
720575940605658033,,33.5
720575940605664446,,15.333333333333334
720575940605664702,,87.76666666666667
720575940605678368,,74.9
720575940605686886,,17.566666666666666
720575940605688608,,109.23333333333333
720575940605702065,,28.8
720575940605702944,,7.133333333333334
720575940605705650,,79.56666666666666
720575940605718449,,63.7
720575940605726385,,53.833333333333336
720575940605742002,,25.533333333333335
720575940605758142,,264.93333333333334
720575940605777841,,0.06666666666666667
720575940605841074,,73.23333333333333
720575940605842656,,118.1
720575940605877728,,60.13333333333333
720575940605882336,,71.16666666666667
720575940605883569,,223.1
720575940605891040,,37.666666666666664
720575940605925600,,0.03333333333333333
720575940605927904,,30.366666666666667
720575940605929394,,28.733333333333334
720575940605934001,,39.63333333333333
720575940605947569,,116.36666666666666
720575940605957809,,43.233333333333334
720575940605992369,,45.63333333333333
720575940605993649,,20.033333333333335
720575940605997257,,25.033333333333335
720575940606009801,,27.433333333333334
720575940606010057,,12.466666666666667
720575940606015154,,11.666666666666666
720575940606039241,,22.033333333333335
720575940606046892,,38.43333333333333
720575940606056905,,286.8333333333333
720575940606112940,,44.03333333333333
720575940606139308,,56.2
720575940606149321,,54.833333333333336
720575940606179686,,28.233333333333334
720575940606185858,,44.43333333333333
720575940606195657,,21.233333333333334
720575940606246334,,158.4
720575940606267659,,108.0
720575940606319794,,5.2
720575940606331996,,48.56666666666667
720575940606335106,,49.733333333333334
720575940606337312,,98.06666666666666
720575940606341250,,52.53333333333333
720575940606342089,,10.5
720575940606347394,,42.93333333333333
720575940606354633,,13.2
720575940606373321,,4.8
720575940606385440,,149.66666666666666
720575940606399068,,78.46666666666667
720575940606428850,,0.3
720575940606436128,,78.23333333333333
720575940606452681,,51.03333333333333
720575940606453769,,38.8
720575940606454108,,54.0
720575940606464102,,0.1
720575940606477660,,35.63333333333333
720575940606483467,,63.733333333333334
720575940606483723,,50.56666666666667
720575940606498313,,59.43333333333333
720575940606514878,,79.03333333333333
720575940606514889,,16.666666666666668
720575940606549961,,49.166666666666664
720575940606563249,,30.366666666666667
720575940606573490,,28.333333333333332
720575940606590338,,167.2
720575940606602674,,32.733333333333334
720575940606611977,,27.9
720575940606621362,,52.0
720575940606649865,,97.96666666666667
720575940606662322,,59.4
720575940606663625,,50.5
720575940606664894,,178.93333333333334
720575940606667977,,46.2
720575940606675804,,57.9
720575940606679142,,39.4
720575940606680450,,33.43333333333333
720575940606687499,,81.5
720575940606700043,,21.033333333333335
720575940606705073,,80.1
720575940606715337,,66.43333333333334
720575940606722249,,274.3333333333333
720575940606725833,,56.43333333333333
720575940606726834,,38.63333333333333
720575940606729858,,37.43333333333333
720575940606730076,,29.6
720575940606745289,,34.833333333333336
720575940606747593,,44.63333333333333
720575940606751922,,234.36666666666667
720575940606756030,,29.166666666666668
720575940606756785,,100.83333333333333
720575940606757041,,98.6
720575940606761161,,78.1
720575940606762686,,189.5
720575940606767806,,102.9
720575940606769609,,117.06666666666666
720575940606769854,,137.2
720575940606773705,,65.7
