flyid,name,hygro_20Hz
720575940602564320,,37.5
720575940602605536,,34.96666666666667
720575940602977248,,176.2
720575940603050668,,43.46666666666667
720575940603111392,,22.366666666666667
720575940603231916,,127.16666666666667
720575940603317216,,41.8
720575940603455846,,61.4
720575940603464672,,225.7
720575940603556198,,4.133333333333334
720575940603642982,,35.0
720575940603673120,,17.6
720575940603674656,,49.6
720575940603721248,,36.333333333333336
720575940603751782,,62.6
720575940603820716,hygro_L_19,199.23333333333332
720575940603832288,,5.633333333333334
720575940603882720,,47.333333333333336
720575940603883232,,63.0
720575940603885856,,21.533333333333335
720575940603899936,,0.7
720575940603938238,,0.43333333333333335
720575940603984486,,38.13333333333333
720575940603985952,,177.73333333333332
720575940604008672,,43.2
720575940604050110,,42.03333333333333
720575940604093984,,56.93333333333333
720575940604103200,,40.166666666666664
720575940604126129,,13.833333333333334
720575940604131296,,47.233333333333334
720575940604132710,,88.16666666666667
720575940604284337,,1.3
720575940604341216,,32.7
720575940604352172,,199.03333333333333
720575940604352689,,4.966666666666667
720575940604398816,,129.9
720575940604402092,,68.86666666666666
720575940604403628,,29.3
720575940604407468,,117.43333333333334
720575940604412588,,0.26666666666666666
720575940604414636,,59.333333333333336
720575940604418988,,2.1666666666666665
720575940604431584,,125.33333333333333
720575940604456876,,40.9
720575940604466912,,73.6
720575940604470240,,17.466666666666665
720575940604478176,,57.266666666666666
720575940604479590,,78.23333333333333
720575940604493024,,86.7
720575940604500448,,13.933333333333334
720575940604552894,,16.833333333333332
720575940604557792,,73.13333333333334
720575940604568521,,29.566666666666666
720575940604569824,,22.566666666666666
720575940604620512,,28.433333333333334
720575940604626912,,38.2
720575940604630496,,69.83333333333333
720575940604663520,,99.26666666666667
720575940604682976,,10.433333333333334
720575940604690278,,0.16666666666666666
720575940604714208,,13.1
720575940604714464,,158.56666666666666
720575940604735660,,10.566666666666666
720575940604737708,,0.5
720575940604766153,,72.6
720575940604770249,,0.03333333333333333
720575940604783136,,59.0
720575940604806345,,40.0
720575940604808736,,0.03333333333333333
720575940604810016,,24.633333333333333
