flyid,name,thermo_10Hz
720575940602564320,,36.43333333333333
720575940602605536,,33.96666666666667
720575940602977248,,172.13333333333333
720575940603050668,,42.36666666666667
720575940603111392,,21.866666666666667
720575940603231916,,124.23333333333333
720575940603317216,,40.233333333333334
720575940603455846,,59.46666666666667
720575940603464672,,220.1
720575940603556198,,4.066666666666666
720575940603642982,,33.96666666666667
720575940603673120,,17.0
720575940603674656,,48.03333333333333
720575940603721248,,35.166666666666664
720575940603751782,,60.8
720575940603820716,,130.56666666666666
720575940603832288,,5.433333333333334
720575940603882720,,45.86666666666667
720575940603883232,,61.46666666666667
720575940603885856,,21.166666666666668
720575940603899936,,0.7333333333333333
720575940603938238,,0.3
720575940603984486,,37.03333333333333
720575940603985952,,173.16666666666666
720575940603988838,,0.1
720575940604008672,,41.833333333333336
720575940604050110,,40.766666666666666
720575940604088288,,0.2
720575940604093984,,55.233333333333334
720575940604103200,,39.06666666666667
720575940604126129,,13.233333333333333
720575940604131296,,45.93333333333333
720575940604132710,,85.5
720575940604284337,,0.8666666666666667
720575940604341216,,31.733333333333334
720575940604352172,,193.46666666666667
720575940604352689,,5.266666666666667
720575940604398816,,126.03333333333333
720575940604402092,,66.86666666666666
720575940604403628,,29.866666666666667
720575940604407468,,114.76666666666667
720575940604412588,,0.03333333333333333
720575940604414636,,49.5
720575940604418988,,2.6666666666666665
720575940604431584,,121.6
720575940604456876,,40.266666666666666
720575940604466912,,71.8
720575940604470240,,16.6
720575940604478176,,55.56666666666667
720575940604479590,,75.93333333333334
720575940604493024,,84.26666666666667
720575940604500448,,13.6
720575940604552894,,16.2
720575940604557792,,71.0
720575940604568521,,28.433333333333334
720575940604569824,,22.3
720575940604620512,,27.666666666666668
720575940604626912,,37.166666666666664
720575940604630496,,67.6
720575940604663520,,96.36666666666666
720575940604682976,,9.733333333333333
720575940604690278,,0.3333333333333333
720575940604714208,,12.866666666666667
720575940604714464,,153.76666666666668
720575940604735660,,10.4
720575940604737708,,0.5333333333333333
720575940604766153,,70.56666666666666
720575940604783136,,57.0
720575940604806345,,38.63333333333333
720575940604810016,,24.3
720575940604833196,,50.53333333333333
720575940604860332,,20.566666666666666
720575940604874208,,93.9
720575940604880841,,18.833333333333332
720575940604884396,,43.9
720575940604908972,,65.03333333333333
720575940604911793,,44.2
720575940604924606,,57.4
720575940604931249,,91.46666666666667
720575940604934572,,1.1666666666666667
720575940604935340,,21.8
720575940604941234,,46.766666666666666
720575940604961126,,72.16666666666667
720575940604961894,,42.233333333333334
720575940604962918,,52.93333333333333
720575940604963686,,55.2
720575940604963942,,47.4
720575940604974978,,50.1
720575940604978534,,27.1
720575940604985265,,28.4
720575940604991264,,66.26666666666667
720575940604994336,,24.166666666666668
720575940604997152,,59.46666666666667
720575940604999526,,23.5
720575940605000550,,12.066666666666666
720575940605007206,,87.4
720575940605028017,,66.36666666666666
720575940605029036,,118.93333333333334
720575940605030316,,27.933333333333334
720575940605031084,,21.733333333333334
720575940605032550,,74.73333333333333
720575940605037996,,6.5
720575940605039788,,2.0
720575940605060798,,73.36666666666666
720575940605078560,,116.6
720575940605083838,,50.833333333333336
720575940605102694,,142.5
720575940605113376,,45.9
720575940605154988,,45.666666666666664
720575940605171121,,4.9
720575940605180337,,60.63333333333333
720575940605180849,,27.833333333333332
720575940605184102,,52.53333333333333
720575940605196465,,29.4
720575940605197745,,43.733333333333334
720575940605221065,,10.5
720575940605236866,,56.63333333333333
720575940605252041,,42.166666666666664
720575940605264305,,130.33333333333334
720575940605280201,,52.0
720575940605290441,,41.266666666666666
720575940605305777,,17.1
720575940605309361,,80.76666666666667
720575940605309542,,38.53333333333333
720575940605312945,,54.03333333333333
720575940605338290,,33.166666666666664
720575940605362610,,51.5
720575940605376800,,18.333333333333332
720575940605383526,,83.36666666666666
720575940605391136,,48.56666666666667
720575940605391794,,31.133333333333333
720575940605396926,,46.2
720575940605400096,,129.4
720575940605407846,,45.9
720575940605410592,,77.9
720575940605411104,,51.1
720575940605412738,,76.7
720575940605420902,,89.83333333333333
720575940605421442,,66.83333333333333
720575940605427134,,89.6
720575940605431840,,72.73333333333333
720575940605451552,,39.7
720575940605452064,,25.866666666666667
720575940605462961,,0.03333333333333333
720575940605480806,,27.7
720575940605488416,,49.3
720575940605494560,,4.5
720575940605507249,,37.1
720575940605513649,,1.7666666666666666
720575940605520062,,18.933333333333334
720575940605528422,,52.93333333333333
720575940605530336,,1.4
720575940605541920,,44.2
720575940605544370,,47.7
720575940605551038,,45.96666666666667
720575940605551718,,30.966666666666665
720575940605552742,,26.166666666666668
720575940605565886,,13.166666666666666
720575940605583136,,47.233333333333334
720575940605597216,,0.03333333333333333
720575940605606274,,50.43333333333333
720575940605619744,,59.86666666666667
720575940605620670,,31.066666666666666
720575940605620926,,73.2
720575940605621024,,43.53333333333333
720575940605625376,,65.26666666666667
720575940605625958,,55.166666666666664
720575940605627057,,38.8
720575940605641830,,17.2
